;ProbandId;ConditionId;Condition;Visual;Tactile;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS
29;10;0;No Feedback;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.231;29.456000000000003;44.91;43.620000000000005;41.987;29.346;32.89;42.057;45.138000000000005;34.275000000000006;22.313;46.409000000000006;36.575;46.267;30.949;47.363;29.134;72.683;46.384;40.255;26.466;17.0;16.0;24.0;34.0;37.0;18.0;22.0;29.0;24.0;22.0;16.0;46.0;30.0;34.0;19.0;51.0;18.0;66.0;34.0;32.0;18.0;7.0;7.0;11.0;8.0;9.0;9.0;8.0;11.0;8.0;8.0;7.0;9.0;7.0;11.0;7.0;8.0;11.0;11.0;8.0;9.0;9.0;989.1428571428573;930.1428571428571;492.27272727272737;631.25;203.22222222222226;472.44444444444446;633.75;393.54545454545456;789.25;723.2500000000001;660.5714285714287;295.33333333333326;464.5714285714285;527.0;274.2857142857143;896.7499999999999;303.63636363636357;383.0;1098.6250000000002;436.5555555555556;574.0000000000001;1977.7142857142856;1912.8571428571427;1463.5454545454545;1569.625;1563.2222222222226;1421.0;1207.2500000000002;1191.8181818181818;1724.1250000000002;1395.125;1336.285714285714;1082.2222222222222;1332.285714285714;1905.0000000000002;1258.2857142857142;1766.75;1428.0;1073.6363636363637;1341.25;1247.0;1381.5555555555557
30;10;1;Tactile Feedback;0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.713;45.129000000000005;29.867;27.972;23.89;34.028;32.886;40.091;30.493;41.09;26.438;44.911;24.757;18.999;33.998000000000005;28.247000000000003;38.524;27.256;33.233000000000004;25.707;51.431;16.0;30.0;19.0;19.0;18.0;26.0;25.0;26.0;19.0;23.0;17.0;40.0;17.0;12.0;27.0;17.0;26.0;23.0;22.0;16.0;25.0;9.0;9.0;8.0;7.0;7.0;8.0;7.0;8.0;8.0;10.0;7.0;10.0;7.0;7.0;7.0;8.0;9.0;7.0;9.0;7.0;9.0;742.3333333333333;781.5555555555555;856.0000000000001;811.8571428571429;693.5714285714287;441.00000000000006;879.4285714285713;887.0000000000001;831.7500000000001;1091.3;958.7142857142859;789.5000000000001;852.4285714285716;583.2857142857143;903.8571428571428;1004.5;932.7777777777779;790.4285714285714;936.2222222222223;1023.7142857142858;997.0000000000001;1465.5555555555554;1840.3333333333335;1405.0;1700.4285714285713;1051.857142857143;1123.25;1256.5714285714284;1406.125;1760.25;1594.9;1577.857142857143;1412.3000000000002;1324.2857142857142;1132.571428571429;1358.4285714285716;1319.0000000000002;1125.0;1266.0;1104.8888888888891;1548.1428571428569;1893.0000000000002
31;10;2;Visual Feedback;1;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.258000000000003;21.649;25.785;39.91;22.274;26.914;30.250000000000004;24.438;26.064;28.556;23.088;24.761000000000003;24.954;19.408;18.959;21.194000000000003;19.128;39.0;24.776;26.103;23.907;18.0;14.0;16.0;22.0;12.0;15.0;18.0;12.0;16.0;18.0;13.0;17.0;20.0;13.0;14.0;14.0;13.0;27.0;14.0;16.0;14.0;7.0;7.0;7.0;13.0;7.0;7.0;7.0;9.0;8.0;9.0;7.0;8.0;8.0;7.0;7.0;7.0;7.0;14.0;7.0;8.0;8.0;1041.5714285714287;819.7142857142856;1505.142857142857;963.6153846153846;888.2857142857142;1195.142857142857;1248.0;624.4444444444443;1049.625;966.4444444444445;935.5714285714284;1012.9999999999999;890.8750000000001;1094.5714285714284;1097.857142857143;1150.4285714285713;860.8571428571429;793.4285714285714;1424.0;583.0000000000001;944.2500000000001;1070.7142857142856;1332.5714285714284;1259.5714285714287;1905.5384615384621;1459.5714285714287;1458.0;1298.7142857142858;1680.0000000000002;1396.2500000000002;1398.3333333333337;1737.0;1330.375;1227.125;1219.8571428571427;1166.2857142857142;1047.5714285714287;1189.0;1594.7142857142858;1505.571428571429;1709.5;1439.0
32;11;3;Combined Feedback;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.134;21.039;41.953;20.351000000000003;29.145000000000003;46.858;24.133000000000003;31.789;32.802;19.183;21.001;33.001000000000005;20.509;33.018;44.906000000000006;20.853;41.955000000000005;19.448;41.796;59.37500000000001;31.679;9.0;14.0;22.0;12.0;21.0;33.0;16.0;20.0;21.0;11.0;11.0;15.0;11.0;20.0;26.0;11.0;30.0;13.0;20.0;28.0;19.0;7.0;7.0;11.0;6.0;7.0;13.0;9.0;8.0;8.0;7.0;7.0;9.0;8.0;11.0;12.0;7.0;8.0;8.0;11.0;13.0;8.0;1104.8571428571427;688.7142857142858;996.8181818181819;938.0;1006.1428571428572;887.5384615384618;690.0;845.6250000000001;882.75;867.2857142857143;985.7142857142857;769.8888888888889;703.625;906.2727272727274;866.0000000000001;1044.0;964.1250000000001;621.75;863.0;901.4615384615385;658.375;1767.4285714285713;1058.0;1597.9090909090908;1114.0;1460.8571428571431;1604.0769230769229;1120.4444444444446;1355.9999999999998;1241.3750000000002;1238.4285714285713;1393.0;2061.3333333333335;1552.125;1236.5454545454545;1408.3333333333335;1120.7142857142858;1103.375;1037.75;1534.818181818182;2678.6153846153848;1885.2499999999998
33;11;0;No Feedback;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.432;21.58;36.275000000000006;27.096;68.807;28.711;21.339;21.507;28.785;26.567;44.207;36.956;46.994;25.561;29.833;50.499;28.384;51.49;22.762;55.73500000000001;45.477;15.0;9.0;24.0;14.0;42.0;20.0;9.0;10.0;19.0;14.0;24.0;21.0;32.0;16.0;16.0;27.0;16.0;41.0;11.0;36.0;33.0;7.0;7.0;9.0;8.0;18.0;7.0;7.0;7.0;8.0;8.0;12.0;9.0;9.0;7.0;8.0;11.0;7.0;8.0;7.0;13.0;11.0;457.71428571428567;619.0;678.0;503.75000000000006;770.8888888888889;847.0000000000001;721.2857142857143;1038.4285714285716;855.875;877.5000000000001;622.4166666666667;837.7777777777778;884.8888888888888;706.857142857143;757.9999999999999;580.0000000000002;979.8571428571429;704.25;890.2857142857143;781.8461538461538;603.3636363636365;1114.285714285714;1384.5714285714287;1558.0;1409.125;1308.722222222222;1128.2857142857144;1475.9999999999998;1092.5714285714284;1034.75;1305.25;1086.3333333333335;1481.6666666666667;2166.5555555555557;1206.571428571429;1158.3750000000002;1419.9090909090912;1481.0000000000002;939.5000000000001;1740.142857142857;1357.1538461538462;1098.0909090909092
34;11;1;Tactile Feedback;0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-6.0;0.0;0.0;0.0;0.0;0.0;68.703;58.874;73.96300000000001;64.015;73.52900000000001;54.510000000000005;87.087;43.808;89.83800000000001;50.062000000000005;54.931;64.465;52.562000000000005;37.941;40.98;32.010000000000005;48.064;36.694;43.802;102.784;36.326;49.0;41.0;53.0;42.0;53.0;37.0;65.0;28.0;57.0;30.0;22.0;43.0;32.0;18.0;30.0;13.0;22.0;22.0;24.0;62.0;24.0;9.0;14.0;10.0;8.0;17.0;8.0;20.0;9.0;16.0;12.0;8.0;13.0;11.0;9.0;10.0;8.0;11.0;9.0;8.0;15.0;10.0;898.6666666666667;759.2857142857142;949.9000000000001;658.75;826.9999999999999;714.125;753.0;982.5555555555555;792.6875;952.8333333333334;1352.7500000000002;740.6153846153846;1029.7272727272727;1458.4444444444443;904.9;1619.375;1202.2727272727273;926.5555555555553;815.7499999999999;745.4000000000001;891.2999999999998;1224.7777777777778;2218.6428571428573;1696.9;1686.875;1534.823529411765;1652.6250000000002;1185.4000000000003;1710.8888888888887;1568.2500000000005;1587.9166666666667;1091.0;1422.0000000000002;1631.7272727272725;1423.888888888889;1133.6999999999998;1461.8749999999998;1317.5454545454547;1436.0000000000002;2445.625;2056.5333333333333;1193.7000000000003
35;11;2;Visual Feedback;1;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.086000000000006;27.774;26.148000000000003;26.07;21.875;17.888;22.380000000000003;20.379;29.248;22.860000000000003;29.860000000000003;29.622000000000003;22.48;24.274;30.803;22.959000000000003;28.76;33.663000000000004;30.47;45.458000000000006;24.845;33.0;10.0;11.0;11.0;13.0;12.0;11.0;11.0;18.0;14.0;15.0;19.0;12.0;16.0;21.0;11.0;10.0;18.0;22.0;30.0;11.0;11.0;8.0;8.0;7.0;6.0;7.0;7.0;6.0;8.0;8.0;8.0;8.0;7.0;8.0;9.0;7.0;7.0;10.0;8.0;10.0;8.0;1074.4545454545453;899.5000000000001;1054.375;1287.8571428571431;1007.8333333333334;774.8571428571429;922.2857142857142;963.0;843.25;860.8749999999999;808.125;917.875;504.7142857142858;512.125;701.1111111111111;675.8571428571428;929.4285714285716;763.8000000000001;705.2499999999999;845.1999999999999;767.0;1382.3636363636367;1868.8750000000002;1693.125;1754.2857142857144;1368.4999999999998;961.857142857143;1743.285714285714;1783.3333333333335;1763.7500000000005;953.875;1486.625;1820.125;1647.4285714285716;1664.25;1609.2222222222224;1651.857142857143;2531.5714285714284;1763.3000000000004;1295.7500000000002;1662.8;1341.625
36;12;3;Combined Feedback;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.190000000000005;84.561;33.728;36.381;42.581;47.316;40.891000000000005;42.124;31.502;45.292;42.631;29.837000000000003;35.858000000000004;29.897;47.599;30.12;36.367;39.373000000000005;27.044;27.85;41.227;22.0;26.0;14.0;14.0;18.0;26.0;14.0;20.0;14.0;21.0;22.0;15.0;18.0;14.0;26.0;15.0;14.0;20.0;20.0;15.0;20.0;11.0;11.0;7.0;7.0;10.0;10.0;10.0;9.0;7.0;11.0;10.0;7.0;9.0;7.0;10.0;8.0;10.0;10.0;9.0;8.0;10.0;1525.0909090909095;1719.636363636364;1682.8571428571431;1733.9999999999998;1210.8000000000002;1200.4;1477.3;1279.3333333333333;1564.0;1221.4545454545453;1331.6;1305.9999999999998;1109.6666666666665;1592.7142857142856;1413.1;1230.6249999999998;1061.8;1308.5;1063.8888888888891;1170.375;1259.1;1777.2727272727273;2269.818181818182;2020.5714285714284;2171.7142857142862;2226.4000000000005;1885.2;2091.9;2150.0000000000005;1702.7142857142858;1782.181818181818;1803.6999999999998;1980.4285714285716;1783.5555555555557;1776.8571428571427;2006.4;1632.875;1708.2000000000003;1684.0;1224.5555555555557;1457.2500000000002;1685.9
37;12;0;No Feedback;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.493;40.483;54.71;62.883;31.368;24.937;24.464;63.82300000000001;29.53;40.378;27.894;36.532;33.455000000000005;30.062;23.538;25.837000000000003;30.609;32.307;26.836;30.090000000000003;27.545;18.0;21.0;26.0;33.0;16.0;12.0;14.0;28.0;13.0;22.0;12.0;13.0;14.0;17.0;17.0;13.0;15.0;20.0;12.0;17.0;13.0;10.0;13.0;19.0;17.0;8.0;7.0;7.0;15.0;9.0;12.0;8.0;10.0;8.0;8.0;7.0;7.0;8.0;11.0;9.0;8.0;7.0;1030.8;724.5384615384614;615.5263157894739;638.7647058823529;955.0000000000002;1018.5714285714287;908.4285714285714;1036.8;739.8888888888888;720.3333333333334;710.0000000000001;701.0;982.1250000000001;646.1250000000001;723.8571428571429;884.0;832.7500000000001;483.1818181818182;555.1111111111111;659.5;1221.857142857143;1601.3000000000002;1721.1538461538462;1797.0000000000005;1384.2352941176473;1492.5000000000002;1442.857142857143;1485.8571428571427;1920.333333333333;2154.444444444445;1839.5;1917.875;1937.1000000000004;1630.875;1647.3749999999998;1463.2857142857142;1453.5714285714284;1494.7500000000002;1561.6363636363637;1648.4444444444446;1741.8749999999998;1588.285714285714
38;12;1;Tactile Feedback;0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.034000000000006;29.194000000000003;23.507;33.353;28.382;40.283;22.448;44.259;25.183;65.706;31.78;30.833;50.573;43.023;32.568000000000005;28.091;29.371;31.956000000000003;39.42;43.144000000000005;37.311;28.0;15.0;14.0;22.0;17.0;24.0;13.0;24.0;15.0;34.0;16.0;15.0;28.0;20.0;16.0;13.0;14.0;22.0;18.0;21.0;18.0;14.0;8.0;7.0;11.0;8.0;10.0;7.0;13.0;7.0;16.0;8.0;8.0;14.0;12.0;9.0;7.0;7.0;7.0;9.0;10.0;9.0;898.2142857142857;1184.0000000000002;632.4285714285713;605.909090909091;541.375;827.8000000000001;672.0;775.3076923076924;1034.2857142857142;895.6250000000001;954.0;919.625;872.2142857142858;818.5833333333334;908.2222222222222;1097.428571428571;1103.9999999999998;1001.857142857143;1159.888888888889;1235.8000000000002;1154.5555555555557;1355.285714285714;1675.375;1534.2857142857144;1280.0;1549.125;1493.2000000000003;1511.4285714285713;1720.4615384615386;1750.857142857143;1814.0000000000002;1810.1250000000002;1615.1250000000002;1531.7142857142862;1693.3333333333333;1493.5555555555552;1462.857142857143;1809.5714285714287;1447.4285714285713;1682.4444444444443;1579.4;1765.5555555555557
