;ProbandId;ConditionId;Condition;Visual;Tactile;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS
9;5;0;No Feedback;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;-3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.0;0.0;-1.0;-3.0;0.0;0.0;0.0;0.0;26.702;34.198;31.860000000000003;31.557;22.467;21.22;24.743;23.853;32.635000000000005;25.688;20.142000000000003;27.003;31.515;26.101000000000003;20.561;89.286;17.740000000000002;23.196;34.288000000000004;33.089;67.906;12.0;14.0;12.0;13.0;11.0;12.0;14.0;14.0;19.0;12.0;15.0;16.0;21.0;13.0;14.0;64.0;13.0;12.0;24.0;22.0;38.0;7.0;9.0;9.0;8.0;7.0;7.0;7.0;7.0;9.0;7.0;6.0;8.0;9.0;7.0;7.0;11.0;7.0;7.0;9.0;9.0;15.0;643.1428571428571;405.0;749.2222222222223;477.00000000000006;469.7142857142857;269.2857142857143;347.42857142857144;397.1428571428571;494.3333333333334;544.1428571428571;261.16666666666663;486.12500000000006;228.1111111111111;532.1428571428571;368.7142857142857;413.09090909090907;275.4285714285714;596.5714285714287;270.88888888888886;503.3333333333334;449.79999999999995;1654.4285714285716;1539.7777777777778;1774.6666666666667;1612.1249999999998;1619.5714285714284;1246.857142857143;1287.7142857142858;1176.8571428571431;1838.3333333333335;1491.5714285714287;1066.0;1332.5000000000002;1474.111111111111;2064.857142857143;1335.2857142857142;1382.6363636363635;1253.8571428571431;1346.142857142857;1465.666666666667;1396.1111111111113;1616.1333333333334
10;5;1;Tactile Feedback;0;1;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;-2.0;-1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.14285714285714285;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.652;27.042;20.444000000000003;26.011000000000003;21.383000000000003;46.001000000000005;28.214;47.719;33.803000000000004;39.55;45.077000000000005;44.205000000000005;26.353;22.022;23.558;21.367;36.807;37.387;23.344;25.851000000000003;34.182;9.0;14.0;8.0;11.0;12.0;28.0;16.0;26.0;18.0;21.0;21.0;22.0;14.0;12.0;11.0;15.0;22.0;14.0;17.0;20.0;23.0;7.0;8.0;7.0;8.0;7.0;10.0;9.0;12.0;9.0;11.0;10.0;12.0;9.0;6.0;7.0;5.0;7.0;9.0;7.0;7.0;8.0;467.0;260.25000000000006;352.42857142857144;482.75;344.0;579.0999999999999;212.8888888888889;256.4166666666667;510.77777777777777;363.3636363636363;1026.1999999999998;360.8333333333333;384.99999999999994;336.0;487.14285714285717;435.40000000000003;565.0000000000001;687.5555555555555;326.2857142857142;562.4285714285714;561.7500000000001;1545.4285714285716;1265.25;1297.9999999999998;1386.3750000000002;1253.0;1299.6000000000004;1208.111111111111;1271.1666666666665;1439.2222222222224;1702.0909090909092;1511.4;2067.3333333333335;1426.111111111111;1367.5;1459.2857142857142;1200.6000000000001;1032.2857142857142;1954.9999999999998;1324.8571428571427;1593.1428571428576;2083.0
11;5;2;Visual Feedback;1;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;-5.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;44.744;33.318000000000005;70.694;27.239;32.673;42.606;46.202000000000005;27.993;30.524;25.587000000000003;25.934;56.185;40.254000000000005;36.708000000000006;30.378000000000004;48.934000000000005;31.902;25.387;27.591;22.364;23.611;18.0;13.0;29.0;13.0;16.0;22.0;23.0;10.0;11.0;14.0;16.0;22.0;14.0;15.0;14.0;25.0;12.0;13.0;10.0;10.0;12.0;10.0;9.0;15.0;8.0;8.0;13.0;9.0;7.0;8.0;7.0;7.0;16.0;10.0;12.0;8.0;14.0;11.0;6.0;7.0;7.0;7.0;813.7;767.1111111111112;1091.3999999999999;669.5000000000001;779.6250000000001;634.0000000000001;870.888888888889;1424.142857142857;692.0000000000001;665.5714285714286;380.1428571428572;723.375;1019.6999999999998;767.4166666666666;722.625;512.357142857143;546.9999999999999;1111.5000000000002;859.0000000000001;429.1428571428572;665.0000000000001;2235.9;1990.777777777778;1799.9999999999998;1436.125;2204.0;1418.4615384615386;1807.7777777777776;1541.4285714285716;1856.375;1191.0;1327.857142857143;1662.3125000000002;1579.7000000000003;2070.9999999999995;1601.0000000000002;1862.5714285714282;1774.5454545454545;1517.3333333333333;1319.5714285714287;1354.8571428571424;1402.142857142857
12;6;3;Combined Feedback;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.996;25.977;25.146;25.839;36.609;29.093000000000004;30.179;24.283;27.666;37.063;26.073;31.241000000000003;22.3;25.486;25.789;28.268;25.824;33.157000000000004;24.361;24.118;21.502;23.0;12.0;13.0;12.0;20.0;15.0;19.0;14.0;12.0;19.0;14.0;16.0;13.0;12.0;12.0;12.0;15.0;20.0;13.0;14.0;10.0;12.0;7.0;7.0;7.0;9.0;9.0;8.0;7.0;7.0;10.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;9.0;7.0;7.0;8.0;852.0000000000003;1122.5714285714284;1081.5714285714287;1128.142857142857;1026.333333333333;622.1111111111111;849.2500000000001;818.8571428571429;1176.857142857143;715.1;822.8571428571429;892.7142857142859;659.5714285714287;706.2857142857144;773.5714285714286;799.8571428571429;815.0000000000001;699.1111111111111;609.7142857142858;764.5714285714286;603.2500000000001;1581.1666666666665;1617.2857142857144;1360.2857142857142;1415.0000000000002;1525.9999999999998;2043.222222222222;1510.625;1571.4285714285713;1651.571428571429;1721.1000000000004;1620.2857142857144;1515.142857142857;1455.2857142857144;1709.2857142857142;2345.7142857142862;1777.5714285714287;1740.5714285714287;1858.8888888888891;1567.9999999999998;1627.2857142857144;1379.5000000000002
13;6;0;No Feedback;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;31.289;28.875000000000004;25.808000000000003;31.593000000000004;34.167;25.167;50.651;28.064;36.418;24.993;33.927;23.933;27.629;43.718;20.395;78.408;21.537000000000003;42.993;47.573;27.216;23.9;14.0;12.0;17.0;21.0;24.0;17.0;37.0;17.0;24.0;15.0;21.0;14.0;19.0;34.0;11.0;56.0;15.0;32.0;34.0;16.0;16.0;8.0;8.0;7.0;6.0;8.0;9.0;10.0;7.0;9.0;8.0;7.0;7.0;6.0;6.0;8.0;16.0;7.0;9.0;9.0;8.0;7.0;883.7500000000001;736.3750000000001;546.7142857142858;544.8333333333334;378.12499999999994;387.77777777777777;371.70000000000005;893.4285714285714;336.11111111111114;579.0;451.14285714285717;428.28571428571433;845.0000000000001;271.1666666666667;299.0;608.5625;483.8571428571429;382.22222222222223;423.66666666666663;510.12499999999994;316.0;2068.0;1892.0000000000002;1442.9999999999998;1355.1666666666667;1302.8750000000002;1557.4444444444441;1235.6000000000004;1463.4285714285718;1386.4444444444443;1253.875;1572.7142857142858;1461.857142857143;1732.833333333333;1476.5;1435.375;1675.875;1486.1428571428573;1499.4444444444446;1354.8888888888891;1535.125;1341.142857142857
14;6;1;Tactile Feedback;0;1;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;-1.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;-4.0;0.0;0.0;0.0;0.0;0.0;-11.0;0.0;-3.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.906;26.714;25.011000000000003;30.57;26.123;39.995000000000005;26.533;45.713;34.106;32.655;26.903;38.518;31.587000000000003;28.129;32.214;25.312;24.387;33.836000000000006;30.186000000000003;25.065;30.614;20.0;15.0;17.0;18.0;16.0;29.0;17.0;27.0;24.0;12.0;16.0;18.0;16.0;11.0;23.0;12.0;14.0;19.0;18.0;15.0;19.0;8.0;6.0;7.0;7.0;8.0;12.0;7.0;11.0;7.0;7.0;7.0;10.0;7.0;7.0;8.0;7.0;7.0;9.0;8.0;7.0;7.0;646.0;708.5;534.5714285714286;443.0;390.25;367.33333333333337;473.14285714285705;330.81818181818176;758.7142857142857;910.8571428571428;436.00000000000006;674.0;977.4285714285714;729.8571428571429;674.0;526.5714285714286;476.57142857142856;410.2222222222223;479.00000000000006;679.2857142857143;786.0000000000001;1676.6249999999998;1689.5;1445.2857142857144;1445.142857142857;1282.625;1571.8333333333335;1308.9999999999998;1814.363636363637;2297.0;1765.2857142857142;1637.7142857142858;1583.6999999999998;1746.7142857142856;1927.4285714285716;1758.5000000000002;1584.2857142857142;1461.4285714285716;1432.7777777777776;1531.4999999999998;1920.0000000000005;1551.0
15;6;2;Visual Feedback;1;0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.457;30.401000000000003;25.906;24.487;44.189;27.622000000000003;30.194000000000003;28.262;25.735000000000003;30.117;31.617;27.747000000000003;38.781000000000006;26.123;25.025;28.741000000000003;24.418000000000003;27.977;28.457;24.752;44.615;13.0;13.0;13.0;26.0;30.0;18.0;21.0;13.0;13.0;18.0;14.0;17.0;20.0;13.0;11.0;18.0;11.0;13.0;15.0;13.0;27.0;7.0;7.0;8.0;7.0;11.0;7.0;7.0;7.0;7.0;8.0;8.0;7.0;10.0;7.0;7.0;9.0;7.0;7.0;7.0;8.0;10.0;1636.857142857143;952.7142857142858;940.5;534.5714285714286;649.7272727272726;682.0;721.2857142857143;939.4285714285716;771.4285714285714;758.1249999999999;1015.3750000000001;969.5714285714287;846.6999999999999;554.0;721.4285714285716;640.2222222222223;544.1428571428571;870.0;960.1428571428571;872.25;965.4999999999999;1463.8571428571427;1845.2857142857142;1481.875;1391.2857142857144;1503.090909090909;1704.4285714285716;1575.2857142857144;1769.5714285714284;1804.142857142857;1633.7499999999998;2078.0000000000005;1454.8571428571431;1584.1;1462.7142857142858;1676.2857142857144;1233.1111111111115;1522.1428571428573;1873.4285714285713;1764.5714285714287;1461.375;1731.6000000000004
16;7;3;Combined Feedback;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.545;33.0;65.03500000000001;66.821;31.807;28.12;32.462;33.79;30.438;31.346000000000004;22.227;26.981;22.025;36.834;32.017;31.137;31.032000000000004;29.801;28.029000000000003;24.629;27.519;16.0;12.0;24.0;27.0;12.0;12.0;15.0;13.0;16.0;15.0;12.0;11.0;12.0;22.0;15.0;12.0;12.0;15.0;16.0;12.0;12.0;8.0;7.0;13.0;13.0;7.0;7.0;9.0;8.0;8.0;7.0;7.0;8.0;8.0;8.0;8.0;7.0;7.0;7.0;8.0;7.0;7.0;1399.75;1668.4285714285718;2305.230769230769;2449.23076923077;2690.285714285714;2362.2857142857147;1618.3333333333333;2328.875;1708.2500000000002;2689.2857142857147;1853.1428571428569;1766.1250000000002;1216.0000000000002;1816.3749999999998;2073.0;2458.8571428571427;2302.428571428571;2056.5714285714284;1400.1250000000002;1901.857142857143;1809.857142857143;2142.625;2108.571428571429;1771.0769230769229;1599.692307692308;1405.857142857143;1082.7142857142858;1939.4444444444443;1482.5000000000002;1284.625;1037.4285714285716;930.0;1416.25;1276.7499999999998;1654.2500000000002;1279.0;1241.9999999999998;1657.4285714285713;1358.4285714285716;1501.125;1166.0000000000002;1222.7142857142858
17;7;0;No Feedback;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.704;28.015;38.282;33.826;32.585;28.791;42.404;35.339000000000006;32.22;37.304;29.063;40.891000000000005;33.165;24.831000000000003;32.913000000000004;61.55;31.335;31.625000000000004;42.428;33.541000000000004;30.323;11.0;10.0;15.0;14.0;14.0;13.0;17.0;12.0;15.0;21.0;15.0;22.0;20.0;12.0;16.0;29.0;12.0;14.0;20.0;12.0;15.0;7.0;7.0;9.0;7.0;7.0;7.0;14.0;7.0;7.0;8.0;7.0;10.0;10.0;8.0;8.0;9.0;7.0;7.0;8.0;7.0;7.0;1857.4285714285718;1069.142857142857;1558.2222222222222;1230.4285714285716;1760.5714285714284;848.4285714285714;679.9285714285714;2014.0000000000002;1581.2857142857144;1366.6249999999998;1229.7142857142858;1036.6000000000001;334.80000000000007;447.00000000000006;1139.0;1583.5555555555557;1344.857142857143;1584.4285714285713;1063.25;1413.2857142857144;981.0;2449.5714285714284;1809.2857142857144;1732.0000000000002;1650.571428571429;1747.4285714285716;1509.0000000000002;2154.642857142857;1560.857142857143;1538.571428571429;2479.0;1199.8571428571427;1395.5;1756.6999999999998;1340.0;1632.625;1692.111111111111;1795.7142857142856;1810.0;2156.625;1848.1428571428573;1611.5714285714284
18;7;1;Tactile Feedback;0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.948;68.994;40.275000000000006;41.154;37.615;30.514000000000003;33.328;35.531;35.312000000000005;26.554;41.893;45.991;39.470000000000006;39.563;48.79600000000001;36.186;34.994;51.211000000000006;42.145;27.729000000000003;65.24300000000001;16.0;27.0;13.0;14.0;14.0;13.0;11.0;11.0;14.0;12.0;19.0;18.0;13.0;15.0;20.0;13.0;15.0;28.0;14.0;11.0;29.0;8.0;10.0;8.0;8.0;8.0;7.0;7.0;7.0;7.0;8.0;6.0;8.0;7.0;10.0;12.0;7.0;9.0;11.0;12.0;7.0;12.0;1668.25;2057.7999999999997;1817.75;2105.125;1643.5;1211.142857142857;1538.714285714286;2340.2857142857138;1571.0;737.8750000000001;2593.3333333333335;1273.4999999999998;1665.8571428571424;1439.6;1143.6666666666665;1459.857142857143;1308.8888888888887;1404.3636363636365;1120.2500000000002;1926.1428571428573;1673.0833333333335;2157.75;1792.2000000000005;2193.6250000000005;1651.0;1956.125;1673.0;1779.857142857143;1755.8571428571431;1387.857142857143;1181.25;1560.0000000000002;2101.375;2709.285714285714;1672.7;2757.5000000000005;2394.1428571428573;1977.8888888888891;1940.090909090909;2266.0000000000005;1127.7142857142858;1990.0833333333335
