No Feedback;Tactile Feedback;Visual Feedback;Combined Feedback
42.5;38.551;37.046;29.204
36.952000000000005;42.043;46.967000000000006;32.032000000000004
24.998;39.779;37.235;40.072
59.136;66.113;46.273;25.547
56.528000000000006;53.035;28.171000000000003;28.926
53.112;47.81;31.721000000000004;25.795
48.24;50.92;35.886;30.152
99.514;56.955000000000005;29.678;36.896
37.342000000000006;26.829;24.844;41.551
53.581;34.24;25.581000000000003;30.28
55.455000000000005;63.279;26.448;53.036
58.55800000000001;34.985;26.342;45.894000000000005
53.577000000000005;65.24300000000001;23.939;40.197
64.97500000000001;45.838;25.556;29.331000000000003
38.575;43.555;33.073;34.573
33.232;21.891;35.292;81.363
21.744;32.469;20.721;50.142
36.55;29.129;23.641;49.015
20.813;64.44500000000001;25.611;60.832
23.702;25.406;29.705;127.009
44.464000000000006;23.361;45.943000000000005;38.113
25.26;22.837;18.157;47.897000000000006
49.133;50.659000000000006;26.732000000000003;40.777
24.327;33.172000000000004;42.190000000000005;43.973000000000006
31.735000000000003;51.264;23.261000000000003;56.928
61.804;82.19600000000001;26.986;43.921
47.327000000000005;43.767;21.913;24.291
55.901;43.073;23.046000000000003;25.719
30.428;45.519000000000005;29.849;29.871
79.876;61.441;21.765;27.73
60.816;33.416000000000004;26.919;23.347
22.319000000000003;57.309000000000005;18.377;41.223000000000006
68.402;22.924000000000003;22.828000000000003;17.649
36.66;26.184;51.73800000000001;23.945
27.362;56.932;20.378;37.52
62.57000000000001;45.228;18.923;22.506
28.031;29.590000000000003;27.33;28.169
37.601;24.105;20.948;23.825000000000003
23.317;23.101000000000003;23.005000000000003;26.657
28.674000000000003;40.689;34.128;28.680000000000003
26.568;45.957;22.518;37.022000000000006
19.67;36.946000000000005;33.117000000000004;29.265
21.029;24.955;29.562;22.403
24.943;21.352;32.389;22.058
28.539;22.226000000000003;24.538;28.799000000000003
26.009;28.020000000000003;23.55;22.619
30.126;47.942;24.152;30.897
31.661;31.478;21.665000000000003;27.522
22.238000000000003;30.201;24.377;24.356
25.779;21.136000000000003;28.871;27.428
27.254;28.32;25.512;23.227
31.884;26.069000000000003;25.627;40.889
27.22;21.631;27.809;32.075
22.869;25.779;27.784;32.532000000000004
25.934;25.694000000000003;27.72;27.318
30.265;26.212000000000003;26.186;30.195
26.245;20.716;27.383000000000003;20.784
9.477;48.876000000000005;49.236;21.277
17.427;21.306;37.936;36.231
63.752;20.994;38.009;30.839
12.205;33.507000000000005;47.445;59.044
33.824000000000005;25.263;40.926;73.521
23.231;26.583;36.302;33.513000000000005
35.432;26.106;35.283;18.006
15.027;27.791;43.571000000000005;42.616
36.576;38.703;59.312000000000005;49.894000000000005
41.501000000000005;10.088;45.053;32.980000000000004
22.316000000000003;39.561;36.392;28.680000000000003
23.223000000000003;29.057;33.856;24.311
28.07;42.615;31.35;46.403000000000006
45.477;35.578;54.685;46.493
42.496;44.268;41.042;29.848000000000003
32.801;22.283;56.926;18.745
34.686;37.409;37.35;33.03
29.188;28.439;27.69;13.704
54.727;24.540000000000003;42.894000000000005;15.558000000000002
34.835;20.222;25.578000000000003;24.398000000000003
26.450000000000003;20.143;41.228;30.391
