;ProbandId;TrialNumber;Condition;ShowNumberCount;BlockId;LayerChangeCount;Difference
2113;23;0;Visual Feedback;13;-2.0;21.0;8.0
2114;23;0;Visual Feedback;13;-1.0;21.0;8.0
2115;23;0;Visual Feedback;13;-1.0;21.0;8.0
2116;23;0;Visual Feedback;13;0.0;21.0;8.0
2117;23;1;Visual Feedback;12;0.0;16.0;4.0
2118;23;2;Visual Feedback;8;0.0;22.0;14.0
2119;23;3;Visual Feedback;12;0.0;21.0;9.0
2120;23;4;Visual Feedback;10;0.0;22.0;12.0
2121;23;5;Visual Feedback;10;0.0;13.0;3.0
2122;23;6;Visual Feedback;9;0.0;19.0;10.0
2123;23;7;Visual Feedback;11;0.0;19.0;8.0
2124;23;8;Visual Feedback;17;0.0;23.0;6.0
2125;23;9;Visual Feedback;13;0.0;16.0;3.0
2126;23;10;Visual Feedback;11;0.0;15.0;4.0
2127;23;11;Visual Feedback;8;0.0;22.0;14.0
2128;23;12;Visual Feedback;9;0.0;18.0;9.0
2129;23;13;Visual Feedback;15;0.0;29.0;14.0
2130;23;14;Visual Feedback;10;0.0;28.0;18.0
2131;23;15;Visual Feedback;16;0.0;23.0;7.0
2132;23;16;Visual Feedback;12;0.0;14.0;2.0
2133;23;17;Visual Feedback;7;0.0;13.0;6.0
2134;23;18;Visual Feedback;12;0.0;14.0;2.0
2135;23;19;Visual Feedback;8;0.0;18.0;10.0
2136;23;20;Visual Feedback;12;0.0;22.0;10.0
2137;23;21;Combined Feedback;7;1.0;13.0;6.0
2138;23;22;Combined Feedback;11;1.0;18.0;7.0
2139;23;23;Combined Feedback;9;1.0;12.0;3.0
2140;23;24;Combined Feedback;14;1.0;30.0;16.0
2141;23;25;Combined Feedback;20;1.0;30.0;10.0
2142;23;26;Combined Feedback;9;1.0;19.0;10.0
2143;23;27;Combined Feedback;7;1.0;14.0;7.0
2144;23;28;Combined Feedback;12;1.0;16.0;4.0
2145;23;29;Combined Feedback;12;1.0;17.0;5.0
2146;23;30;Combined Feedback;9;1.0;20.0;11.0
2147;23;31;Combined Feedback;8;1.0;18.0;10.0
2148;23;32;Combined Feedback;9;1.0;12.0;3.0
2149;23;33;Combined Feedback;15;1.0;18.0;3.0
2150;23;34;Combined Feedback;16;1.0;27.0;11.0
2151;23;35;Combined Feedback;9;1.0;13.0;4.0
2152;23;36;Combined Feedback;6;1.0;10.0;4.0
2153;23;37;Combined Feedback;8;1.0;19.0;11.0
2154;23;38;Combined Feedback;5;1.0;10.0;5.0
2155;23;39;Combined Feedback;6;1.0;13.0;7.0
2156;23;40;Combined Feedback;8;1.0;14.0;6.0
2157;23;41;Combined Feedback;9;1.0;12.0;3.0
2158;23;42;Tactile Feedback;13;2.0;25.0;12.0
2159;23;43;Tactile Feedback;6;2.0;15.0;9.0
2160;23;44;Tactile Feedback;6;2.0;17.0;11.0
2161;23;45;Tactile Feedback;11;2.0;15.0;4.0
2162;23;46;Tactile Feedback;8;2.0;14.0;6.0
2163;23;47;Tactile Feedback;9;2.0;12.0;3.0
2164;23;48;Tactile Feedback;7;2.0;20.0;13.0
2165;23;49;Tactile Feedback;9;2.0;16.0;7.0
2166;23;50;Tactile Feedback;9;2.0;36.0;27.0
2167;23;51;Tactile Feedback;3;2.0;9.0;6.0
2168;23;52;Tactile Feedback;9;2.0;28.0;19.0
2169;23;53;Tactile Feedback;8;2.0;15.0;7.0
2170;23;54;Tactile Feedback;12;2.0;20.0;8.0
2171;23;55;Tactile Feedback;9;2.0;17.0;8.0
2172;23;56;Tactile Feedback;9;2.0;38.0;29.0
2173;23;57;Tactile Feedback;4;2.0;20.0;16.0
2174;23;58;Tactile Feedback;7;2.0;29.0;22.0
2175;23;59;Tactile Feedback;6;2.0;16.0;10.0
2176;23;60;Tactile Feedback;7;2.0;13.0;6.0
2177;23;61;Tactile Feedback;8;2.0;15.0;7.0
2178;23;62;Tactile Feedback;7;2.0;14.0;7.0
2179;23;63;No Feedback;2;3.0;3.0;1.0
2180;23;64;No Feedback;6;3.0;9.0;3.0
2181;23;65;No Feedback;12;3.0;28.0;16.0
2182;23;66;No Feedback;3;3.0;6.0;3.0
2183;23;67;No Feedback;8;3.0;18.0;10.0
2184;23;68;No Feedback;5;3.0;16.0;11.0
2185;23;69;No Feedback;9;3.0;19.0;10.0
2186;23;70;No Feedback;5;3.0;9.0;4.0
2187;23;71;No Feedback;8;3.0;24.0;16.0
2188;23;72;No Feedback;10;3.0;34.0;24.0
2189;23;73;No Feedback;7;3.0;13.0;6.0
2190;23;74;No Feedback;6;3.0;13.0;7.0
2191;23;75;No Feedback;9;3.0;17.0;8.0
2192;23;76;No Feedback;8;3.0;44.0;36.0
2193;23;77;No Feedback;10;3.0;23.0;13.0
2194;23;78;No Feedback;10;3.0;24.0;14.0
2195;23;79;No Feedback;7;3.0;21.0;14.0
2196;23;80;No Feedback;9;3.0;18.0;9.0
2197;23;81;No Feedback;13;3.0;26.0;13.0
2198;23;82;No Feedback;6;3.0;27.0;21.0
2199;23;83;No Feedback;7;3.0;13.0;6.0
