;ProbandId;TrialNumber;Condition;ShowNumberCount;BlockId;LayerChangeCount;Difference
1618;18;2;Tactile Feedback;11;0.0;27.0;16.0
1619;18;3;Tactile Feedback;7;0.0;26.0;19.0
1620;18;4;Tactile Feedback;16;0.0;46.0;30.0
1621;18;5;Tactile Feedback;7;0.0;22.0;15.0
1622;18;6;Tactile Feedback;7;0.0;17.0;10.0
1623;18;7;Tactile Feedback;8;0.0;25.0;17.0
1624;18;8;Tactile Feedback;8;0.0;21.0;13.0
1625;18;9;Tactile Feedback;9;0.0;21.0;12.0
1626;18;10;Tactile Feedback;10;0.0;42.0;32.0
1627;18;11;Tactile Feedback;8;0.0;19.0;11.0
1628;18;12;Tactile Feedback;13;0.0;37.0;24.0
1629;18;13;Tactile Feedback;8;0.0;13.0;5.0
1630;18;14;Tactile Feedback;7;0.0;22.0;15.0
1631;18;15;Tactile Feedback;7;0.0;14.0;7.0
1632;18;16;Tactile Feedback;9;0.0;16.0;7.0
1633;18;17;Tactile Feedback;8;0.0;19.0;11.0
1634;18;18;Tactile Feedback;16;0.0;44.0;28.0
1635;18;19;Tactile Feedback;8;0.0;22.0;14.0
1636;18;20;Tactile Feedback;7;0.0;21.0;14.0
1637;18;21;Combined Feedback;13;1.0;24.0;11.0
1638;18;22;Combined Feedback;7;1.0;12.0;5.0
1639;18;23;Combined Feedback;8;1.0;13.0;5.0
1640;18;24;Combined Feedback;7;1.0;12.0;5.0
1641;18;25;Combined Feedback;16;1.0;24.0;8.0
1642;18;26;Combined Feedback;9;1.0;13.0;4.0
1643;18;27;Combined Feedback;12;1.0;29.0;17.0
1644;18;28;Combined Feedback;7;1.0;13.0;6.0
1645;18;29;Combined Feedback;7;1.0;13.0;6.0
1646;18;30;Combined Feedback;15;1.0;20.0;5.0
1647;18;31;Combined Feedback;10;1.0;12.0;2.0
1648;18;32;Combined Feedback;7;1.0;12.0;5.0
1649;18;33;Combined Feedback;7;1.0;15.0;8.0
1650;18;34;Combined Feedback;9;1.0;18.0;9.0
1651;18;35;Combined Feedback;7;1.0;16.0;9.0
1652;18;36;Combined Feedback;9;1.0;15.0;6.0
1653;18;37;Combined Feedback;7;1.0;12.0;5.0
1654;18;38;Combined Feedback;7;1.0;14.0;7.0
1655;18;39;Combined Feedback;10;1.0;17.0;7.0
1656;18;40;Combined Feedback;10;1.0;19.0;9.0
1657;18;41;Combined Feedback;10;1.0;18.0;8.0
1658;18;42;Visual Feedback;12;2.0;19.0;7.0
1659;18;43;Visual Feedback;7;2.0;11.0;4.0
1660;18;44;Visual Feedback;8;2.0;12.0;4.0
1661;18;45;Visual Feedback;7;2.0;12.0;5.0
1662;18;46;Visual Feedback;7;2.0;13.0;6.0
1663;18;47;Visual Feedback;7;2.0;12.0;5.0
1664;18;48;Visual Feedback;7;2.0;12.0;5.0
1665;18;49;Visual Feedback;7;2.0;11.0;4.0
1666;18;50;Visual Feedback;7;2.0;10.0;3.0
1667;18;51;Visual Feedback;7;2.0;12.0;5.0
1668;18;52;Visual Feedback;6;2.0;12.0;6.0
1669;18;53;Visual Feedback;7;2.0;12.0;5.0
1670;18;54;Visual Feedback;8;2.0;10.0;2.0
1671;18;55;Visual Feedback;7;2.0;13.0;6.0
1672;18;56;Visual Feedback;10;2.0;19.0;9.0
1673;18;57;Visual Feedback;7;2.0;14.0;7.0
1674;18;58;Visual Feedback;13;2.0;18.0;5.0
1675;18;59;Visual Feedback;7;2.0;11.0;4.0
1676;18;60;Visual Feedback;7;2.0;12.0;5.0
1677;18;61;Visual Feedback;7;2.0;13.0;6.0
1678;18;62;Visual Feedback;7;2.0;12.0;5.0
1679;18;63;No Feedback;8;3.0;14.0;6.0
1680;18;64;No Feedback;7;3.0;19.0;12.0
1681;18;65;No Feedback;8;3.0;17.0;9.0
1682;18;66;No Feedback;7;3.0;12.0;5.0
1683;18;67;No Feedback;7;3.0;15.0;8.0
1684;18;68;No Feedback;7;3.0;12.0;5.0
1685;18;69;No Feedback;8;3.0;18.0;10.0
1686;18;70;No Feedback;7;3.0;18.0;11.0
1687;18;71;No Feedback;7;3.0;17.0;10.0
1688;18;72;No Feedback;8;3.0;14.0;6.0
1689;18;73;No Feedback;7;3.0;26.0;19.0
1690;18;74;No Feedback;7;3.0;16.0;9.0
1691;18;75;No Feedback;8;3.0;21.0;13.0
1692;18;76;No Feedback;8;3.0;13.0;5.0
1693;18;77;No Feedback;8;3.0;16.0;8.0
1694;18;78;No Feedback;8;3.0;23.0;15.0
1695;18;79;No Feedback;7;3.0;20.0;13.0
1696;18;80;No Feedback;7;3.0;23.0;16.0
1697;18;81;No Feedback;8;3.0;17.0;9.0
1698;18;82;No Feedback;7;3.0;16.0;9.0
1699;18;83;No Feedback;7;3.0;24.0;17.0
1700;19;-8;Combined Feedback;12;;;
1701;19;-7;Combined Feedback;12;;;
1702;19;-6;Visual Feedback;9;;;
1703;19;-5;Visual Feedback;16;;;
1704;19;-4;Tactile Feedback;12;;;
1705;19;-3;Tactile Feedback;13;;;
1706;19;-2;No Feedback;9;;;
1707;19;-1;No Feedback;12;;;
1708;19;0;No Feedback;8;-4.0;45.0;37.0
1709;19;0;No Feedback;8;-4.0;45.0;37.0
1710;19;0;No Feedback;8;-3.0;45.0;37.0
1711;19;0;No Feedback;8;-3.0;45.0;37.0
1712;19;0;No Feedback;8;-2.0;45.0;37.0
1713;19;0;No Feedback;8;-2.0;45.0;37.0
1714;19;0;No Feedback;8;-1.0;45.0;37.0
1715;19;0;No Feedback;8;-1.0;45.0;37.0
1716;19;0;No Feedback;8;0.0;45.0;37.0
1717;19;1;No Feedback;9;0.0;45.0;36.0
1718;19;2;No Feedback;13;0.0;24.0;11.0
1719;19;3;No Feedback;9;0.0;28.0;19.0
1720;19;4;No Feedback;10;0.0;25.0;15.0
1721;19;5;No Feedback;11;0.0;25.0;14.0
1722;19;6;No Feedback;11;0.0;16.0;5.0
1723;19;7;No Feedback;8;0.0;22.0;14.0
1724;19;8;No Feedback;8;0.0;28.0;20.0
1725;19;9;No Feedback;10;0.0;32.0;22.0
1726;19;10;No Feedback;8;0.0;22.0;14.0
1727;19;11;No Feedback;11;0.0;29.0;18.0
1728;19;12;No Feedback;7;0.0;20.0;13.0
1729;19;13;No Feedback;9;0.0;34.0;25.0
1730;19;14;No Feedback;9;0.0;44.0;35.0
1731;19;15;No Feedback;7;0.0;40.0;33.0
1732;19;16;No Feedback;9;0.0;26.0;17.0
1733;19;17;No Feedback;10;0.0;37.0;27.0
1734;19;18;No Feedback;14;0.0;23.0;9.0
1735;19;19;No Feedback;9;0.0;35.0;26.0
1736;19;20;No Feedback;8;0.0;21.0;13.0
1737;19;21;Tactile Feedback;12;1.0;28.0;16.0
1738;19;22;Tactile Feedback;10;1.0;27.0;17.0
1739;19;23;Tactile Feedback;9;1.0;25.0;16.0
1740;19;24;Tactile Feedback;9;1.0;26.0;17.0
1741;19;25;Tactile Feedback;9;1.0;26.0;17.0
1742;19;26;Tactile Feedback;10;1.0;22.0;12.0
1743;19;27;Tactile Feedback;8;1.0;20.0;12.0
1744;19;28;Tactile Feedback;8;1.0;22.0;14.0
1745;19;29;Tactile Feedback;8;1.0;24.0;16.0
1746;19;30;Tactile Feedback;9;1.0;40.0;31.0
1747;19;31;Tactile Feedback;11;1.0;38.0;27.0
1748;19;32;Tactile Feedback;8;1.0;20.0;12.0
1749;19;33;Tactile Feedback;9;1.0;24.0;15.0
1750;19;34;Tactile Feedback;11;1.0;17.0;6.0
1751;19;35;Tactile Feedback;10;1.0;39.0;29.0
1752;19;36;Tactile Feedback;11;1.0;26.0;15.0
1753;19;37;Tactile Feedback;7;1.0;26.0;19.0
1754;19;38;Tactile Feedback;9;1.0;32.0;23.0
1755;19;39;Tactile Feedback;9;1.0;24.0;15.0
1756;19;40;Tactile Feedback;7;1.0;24.0;17.0
1757;19;41;Tactile Feedback;12;1.0;30.0;18.0
1758;19;42;Combined Feedback;12;2.0;20.0;8.0
1759;19;43;Combined Feedback;4;2.0;15.0;11.0
1760;19;44;Combined Feedback;15;2.0;17.0;2.0
1761;19;45;Combined Feedback;9;2.0;13.0;4.0
1762;19;46;Combined Feedback;11;2.0;20.0;9.0
1763;19;47;Combined Feedback;15;2.0;16.0;1.0
1764;19;48;Combined Feedback;10;2.0;18.0;8.0
1765;19;49;Combined Feedback;11;2.0;22.0;11.0
1766;19;50;Combined Feedback;10;2.0;18.0;8.0
1767;19;51;Combined Feedback;7;2.0;16.0;9.0
1768;19;52;Combined Feedback;8;2.0;14.0;6.0
1769;19;53;Combined Feedback;10;2.0;15.0;5.0
1770;19;54;Combined Feedback;9;2.0;17.0;8.0
1771;19;55;Combined Feedback;8;2.0;18.0;10.0
1772;19;56;Combined Feedback;7;2.0;14.0;7.0
1773;19;57;Combined Feedback;10;2.0;14.0;4.0
1774;19;58;Combined Feedback;9;2.0;18.0;9.0
1775;19;59;Combined Feedback;10;2.0;24.0;14.0
1776;19;60;Combined Feedback;9;2.0;18.0;9.0
1777;19;61;Combined Feedback;9;2.0;14.0;5.0
1778;19;62;Combined Feedback;9;2.0;16.0;7.0
1779;19;63;Visual Feedback;7;3.0;14.0;7.0
1780;19;64;Visual Feedback;9;3.0;21.0;12.0
1781;19;65;Visual Feedback;7;3.0;17.0;10.0
1782;19;66;Visual Feedback;7;3.0;15.0;8.0
1783;19;67;Visual Feedback;7;3.0;18.0;11.0
1784;19;68;Visual Feedback;10;3.0;24.0;14.0
1785;19;69;Visual Feedback;7;3.0;16.0;9.0
1786;19;70;Visual Feedback;7;3.0;14.0;7.0
1787;19;71;Visual Feedback;10;3.0;17.0;7.0
1788;19;72;Visual Feedback;7;3.0;17.0;10.0
1789;19;73;Visual Feedback;9;3.0;20.0;11.0
1790;19;74;Visual Feedback;9;3.0;18.0;9.0
1791;19;75;Visual Feedback;11;3.0;26.0;15.0
1792;19;76;Visual Feedback;7;3.0;16.0;9.0
1793;19;77;Visual Feedback;8;3.0;16.0;8.0
1794;19;78;Visual Feedback;10;3.0;18.0;8.0
1795;19;79;Visual Feedback;11;3.0;14.0;3.0
1796;19;80;Visual Feedback;12;3.0;16.0;4.0
1797;19;81;Visual Feedback;7;3.0;13.0;6.0
1798;19;82;Visual Feedback;7;3.0;18.0;11.0
1799;19;83;Visual Feedback;8;3.0;18.0;10.0
1800;20;-8;Combined Feedback;9;;;
1801;20;-7;Combined Feedback;9;;;
1802;20;-6;Visual Feedback;11;;;
1803;20;-5;Visual Feedback;8;;;
1804;20;-4;Tactile Feedback;10;;;
1805;20;-3;Tactile Feedback;13;;;
1806;20;-2;No Feedback;14;;;
1807;20;-1;No Feedback;13;;;
1808;20;0;Tactile Feedback;10;-4.0;32.0;22.0
1809;20;0;Tactile Feedback;10;-4.0;32.0;22.0
1810;20;0;Tactile Feedback;10;-3.0;32.0;22.0
1811;20;0;Tactile Feedback;10;-3.0;32.0;22.0
1812;20;0;Tactile Feedback;10;-2.0;32.0;22.0
1813;20;0;Tactile Feedback;10;-2.0;32.0;22.0
1814;20;0;Tactile Feedback;10;-1.0;32.0;22.0
1815;20;0;Tactile Feedback;10;-1.0;32.0;22.0
1816;20;0;Tactile Feedback;10;0.0;32.0;22.0
1817;20;1;Tactile Feedback;8;0.0;26.0;18.0
1818;20;2;Tactile Feedback;10;0.0;34.0;24.0
1819;20;3;Tactile Feedback;9;0.0;20.0;11.0
1820;20;4;Tactile Feedback;9;0.0;37.0;28.0
1821;20;5;Tactile Feedback;9;0.0;23.0;14.0
1822;20;6;Tactile Feedback;8;0.0;14.0;6.0
1823;20;7;Tactile Feedback;8;0.0;22.0;14.0
1824;20;8;Tactile Feedback;10;0.0;14.0;4.0
1825;20;9;Tactile Feedback;11;0.0;44.0;33.0
1826;20;10;Tactile Feedback;10;0.0;30.0;20.0
1827;20;11;Tactile Feedback;13;0.0;21.0;8.0
1828;20;12;Tactile Feedback;9;0.0;30.0;21.0
1829;20;13;Tactile Feedback;10;0.0;24.0;14.0
1830;20;14;Tactile Feedback;7;0.0;12.0;5.0
1831;20;15;Tactile Feedback;9;0.0;18.0;9.0
1832;20;16;Tactile Feedback;11;0.0;35.0;24.0
1833;20;17;Tactile Feedback;10;0.0;16.0;6.0
1834;20;18;Tactile Feedback;11;0.0;39.0;28.0
1835;20;19;Tactile Feedback;8;0.0;16.0;8.0
1836;20;20;Tactile Feedback;9;0.0;22.0;13.0
1837;20;21;Visual Feedback;9;1.0;18.0;9.0
1838;20;22;Visual Feedback;9;1.0;12.0;3.0
1839;20;23;Visual Feedback;7;1.0;12.0;5.0
1840;20;24;Visual Feedback;10;1.0;15.0;5.0
1841;20;25;Visual Feedback;10;1.0;12.0;2.0
1842;20;26;Visual Feedback;10;1.0;16.0;6.0
1843;20;27;Visual Feedback;10;1.0;13.0;3.0
1844;20;28;Visual Feedback;10;1.0;22.0;12.0
1845;20;29;Visual Feedback;9;1.0;14.0;5.0
1846;20;30;Visual Feedback;14;1.0;14.0;0.0
1847;20;31;Visual Feedback;8;1.0;14.0;6.0
1848;20;32;Visual Feedback;9;1.0;15.0;6.0
1849;20;33;Visual Feedback;10;1.0;14.0;4.0
1850;20;34;Visual Feedback;7;1.0;13.0;6.0
1851;20;35;Visual Feedback;10;1.0;15.0;5.0
1852;20;36;Visual Feedback;10;1.0;13.0;3.0
1853;20;37;Visual Feedback;8;1.0;16.0;8.0
1854;20;38;Visual Feedback;7;1.0;12.0;5.0
1855;20;39;Visual Feedback;9;1.0;16.0;7.0
1856;20;40;Visual Feedback;8;1.0;14.0;6.0
1857;20;41;Visual Feedback;9;1.0;13.0;4.0
1858;20;42;No Feedback;12;2.0;24.0;12.0
1859;20;43;No Feedback;8;2.0;20.0;12.0
1860;20;44;No Feedback;14;2.0;26.0;12.0
1861;20;45;No Feedback;10;2.0;25.0;15.0
1862;20;46;No Feedback;14;2.0;34.0;20.0
1863;20;47;No Feedback;10;2.0;18.0;8.0
1864;20;48;No Feedback;8;2.0;22.0;14.0
1865;20;49;No Feedback;9;2.0;23.0;14.0
1866;20;50;No Feedback;8;2.0;16.0;8.0
1867;20;51;No Feedback;10;2.0;27.0;17.0
1868;20;52;No Feedback;10;2.0;23.0;13.0
1869;20;53;No Feedback;14;2.0;33.0;19.0
1870;20;54;No Feedback;11;2.0;27.0;16.0
1871;20;55;No Feedback;21;2.0;45.0;24.0
1872;20;56;No Feedback;9;2.0;17.0;8.0
1873;20;57;No Feedback;9;2.0;25.0;16.0
1874;20;58;No Feedback;14;2.0;26.0;12.0
1875;20;59;No Feedback;9;2.0;14.0;5.0
1876;20;60;No Feedback;12;2.0;20.0;8.0
1877;20;61;No Feedback;15;2.0;35.0;20.0
1878;20;62;No Feedback;9;2.0;25.0;16.0
1879;20;63;Combined Feedback;7;3.0;11.0;4.0
1880;20;64;Combined Feedback;9;3.0;20.0;11.0
1881;20;65;Combined Feedback;8;3.0;15.0;7.0
1882;20;66;Combined Feedback;8;3.0;13.0;5.0
1883;20;67;Combined Feedback;9;3.0;20.0;11.0
1884;20;68;Combined Feedback;8;3.0;12.0;4.0
1885;20;69;Combined Feedback;11;3.0;13.0;2.0
1886;20;70;Combined Feedback;11;3.0;14.0;3.0
1887;20;71;Combined Feedback;13;3.0;20.0;7.0
1888;20;72;Combined Feedback;8;3.0;14.0;6.0
1889;20;73;Combined Feedback;9;3.0;21.0;12.0
1890;20;74;Combined Feedback;8;3.0;16.0;8.0
1891;20;75;Combined Feedback;10;3.0;18.0;8.0
1892;20;76;Combined Feedback;11;3.0;22.0;11.0
1893;20;77;Combined Feedback;14;3.0;27.0;13.0
1894;20;78;Combined Feedback;10;3.0;12.0;2.0
1895;20;79;Combined Feedback;17;3.0;28.0;11.0
1896;20;80;Combined Feedback;16;3.0;24.0;8.0
1897;20;81;Combined Feedback;12;3.0;17.0;5.0
1898;20;82;Combined Feedback;8;3.0;19.0;11.0
1899;20;83;Combined Feedback;13;3.0;25.0;12.0
1900;21;-8;Combined Feedback;14;;;
1901;21;-7;Combined Feedback;15;;;
1902;21;-6;Visual Feedback;12;;;
1903;21;-5;Visual Feedback;8;;;
1904;21;-4;Tactile Feedback;14;;;
1905;21;-3;Tactile Feedback;11;;;
1906;21;-2;No Feedback;7;;;
1907;21;-1;No Feedback;6;;;
1908;21;0;Tactile Feedback;7;-4.0;13.0;6.0
1909;21;0;Tactile Feedback;7;-4.0;13.0;6.0
1910;21;0;Tactile Feedback;7;-3.0;13.0;6.0
1911;21;0;Tactile Feedback;7;-3.0;13.0;6.0
1912;21;0;Tactile Feedback;7;-2.0;13.0;6.0
1913;21;0;Tactile Feedback;7;-2.0;13.0;6.0
1914;21;0;Tactile Feedback;7;-1.0;13.0;6.0
1915;21;0;Tactile Feedback;7;-1.0;13.0;6.0
1916;21;0;Tactile Feedback;7;0.0;13.0;6.0
1917;21;1;Tactile Feedback;7;0.0;16.0;9.0
1918;21;2;Tactile Feedback;7;0.0;13.0;6.0
1919;21;3;Tactile Feedback;13;0.0;28.0;15.0
1920;21;4;Tactile Feedback;6;0.0;14.0;8.0
1921;21;5;Tactile Feedback;6;0.0;14.0;8.0
1922;21;6;Tactile Feedback;5;0.0;14.0;9.0
1923;21;7;Tactile Feedback;11;0.0;27.0;16.0
1924;21;8;Tactile Feedback;8;0.0;18.0;10.0
1925;21;9;Tactile Feedback;14;0.0;30.0;16.0
1926;21;10;Tactile Feedback;22;0.0;34.0;12.0
1927;21;11;Tactile Feedback;9;0.0;24.0;15.0
1928;21;12;Tactile Feedback;11;0.0;15.0;4.0
1929;21;13;Tactile Feedback;11;0.0;18.0;7.0
1930;21;14;Tactile Feedback;14;0.0;24.0;10.0
1931;21;15;Tactile Feedback;7;0.0;14.0;7.0
1932;21;16;Tactile Feedback;9;0.0;26.0;17.0
1933;21;17;Tactile Feedback;6;0.0;13.0;7.0
1934;21;18;Tactile Feedback;8;0.0;14.0;6.0
1935;21;19;Tactile Feedback;12;0.0;20.0;8.0
1936;21;20;Tactile Feedback;13;0.0;18.0;5.0
1937;21;21;Combined Feedback;15;1.0;22.0;7.0
1938;21;22;Combined Feedback;11;1.0;35.0;24.0
1939;21;23;Combined Feedback;15;1.0;16.0;1.0
1940;21;24;Combined Feedback;22;1.0;20.0;-2.0
1941;21;25;Combined Feedback;34;1.0;52.0;18.0
1942;21;26;Combined Feedback;10;1.0;13.0;3.0
1943;21;27;Combined Feedback;11;1.0;13.0;2.0
1944;21;28;Combined Feedback;8;1.0;27.0;19.0
1945;21;29;Combined Feedback;10;1.0;26.0;16.0
1946;21;30;Combined Feedback;17;1.0;30.0;13.0
1947;21;31;Combined Feedback;15;1.0;14.0;-1.0
1948;21;32;Combined Feedback;7;1.0;12.0;5.0
1949;21;33;Combined Feedback;7;1.0;12.0;5.0
1950;21;34;Combined Feedback;9;1.0;13.0;4.0
1951;21;35;Combined Feedback;9;1.0;12.0;3.0
1952;21;36;Combined Feedback;7;1.0;13.0;6.0
1953;21;37;Combined Feedback;11;1.0;16.0;5.0
1954;21;38;Combined Feedback;8;1.0;14.0;6.0
1955;21;39;Combined Feedback;8;1.0;12.0;4.0
1956;21;40;Combined Feedback;10;1.0;20.0;10.0
1957;21;41;Combined Feedback;8;1.0;13.0;5.0
1958;21;42;No Feedback;10;2.0;16.0;6.0
1959;21;43;No Feedback;7;2.0;15.0;8.0
1960;21;44;No Feedback;8;2.0;21.0;13.0
1961;21;45;No Feedback;7;2.0;13.0;6.0
1962;21;46;No Feedback;6;2.0;15.0;9.0
1963;21;47;No Feedback;8;2.0;26.0;18.0
1964;21;48;No Feedback;7;2.0;12.0;5.0
1965;21;49;No Feedback;9;2.0;20.0;11.0
1966;21;50;No Feedback;7;2.0;15.0;8.0
1967;21;51;No Feedback;7;2.0;22.0;15.0
1968;21;52;No Feedback;15;2.0;33.0;18.0
1969;21;53;No Feedback;9;2.0;23.0;14.0
1970;21;54;No Feedback;8;2.0;28.0;20.0
1971;21;55;No Feedback;9;2.0;18.0;9.0
1972;21;56;No Feedback;11;2.0;32.0;21.0
1973;21;57;No Feedback;10;2.0;21.0;11.0
1974;21;58;No Feedback;7;2.0;15.0;8.0
1975;21;59;No Feedback;13;2.0;30.0;17.0
1976;21;60;No Feedback;9;2.0;20.0;11.0
1977;21;61;No Feedback;7;2.0;14.0;7.0
1978;21;62;No Feedback;15;2.0;31.0;16.0
1979;21;63;Visual Feedback;11;3.0;13.0;2.0
1980;21;64;Visual Feedback;7;3.0;13.0;6.0
1981;21;65;Visual Feedback;7;3.0;12.0;5.0
1982;21;66;Visual Feedback;8;3.0;14.0;6.0
1983;21;67;Visual Feedback;10;3.0;14.0;4.0
1984;21;68;Visual Feedback;17;3.0;20.0;3.0
1985;21;69;Visual Feedback;7;3.0;12.0;5.0
1986;21;70;Visual Feedback;8;3.0;18.0;10.0
1987;21;71;Visual Feedback;15;3.0;14.0;-1.0
1988;21;72;Visual Feedback;8;3.0;12.0;4.0
1989;21;73;Visual Feedback;7;3.0;15.0;8.0
1990;21;74;Visual Feedback;7;3.0;10.0;3.0
1991;21;75;Visual Feedback;7;3.0;12.0;5.0
1992;21;76;Visual Feedback;7;3.0;13.0;6.0
1993;21;77;Visual Feedback;8;3.0;12.0;4.0
1994;21;78;Visual Feedback;10;3.0;12.0;2.0
1995;21;79;Visual Feedback;7;3.0;12.0;5.0
1996;21;80;Visual Feedback;7;3.0;12.0;5.0
1997;21;81;Visual Feedback;16;3.0;30.0;14.0
1998;21;82;Visual Feedback;7;3.0;12.0;5.0
1999;21;83;Visual Feedback;7;3.0;12.0;5.0
2000;22;-8;Combined Feedback;15;;;
2001;22;-7;Combined Feedback;7;;;
2002;22;-6;Visual Feedback;7;;;
2003;22;-5;Visual Feedback;7;;;
2004;22;-4;Tactile Feedback;18;;;
2005;22;-3;Tactile Feedback;7;;;
2006;22;-2;No Feedback;8;;;
2007;22;-1;No Feedback;7;;;
2008;22;0;No Feedback;7;-4.0;13.0;6.0
2009;22;0;No Feedback;7;-4.0;13.0;6.0
2010;22;0;No Feedback;7;-3.0;13.0;6.0
2011;22;0;No Feedback;7;-3.0;13.0;6.0
2012;22;0;No Feedback;7;-2.0;13.0;6.0
2013;22;0;No Feedback;7;-2.0;13.0;6.0
2014;22;0;No Feedback;7;-1.0;13.0;6.0
2015;22;0;No Feedback;7;-1.0;13.0;6.0
2016;22;0;No Feedback;7;0.0;13.0;6.0
2017;22;1;No Feedback;9;0.0;17.0;8.0
2018;22;2;No Feedback;7;0.0;12.0;5.0
2019;22;3;No Feedback;8;0.0;16.0;8.0
2020;22;4;No Feedback;8;0.0;18.0;10.0
2021;22;5;No Feedback;7;0.0;16.0;9.0
2022;22;6;No Feedback;7;0.0;12.0;5.0
2023;22;7;No Feedback;8;0.0;14.0;6.0
2024;22;8;No Feedback;7;0.0;16.0;9.0
2025;22;9;No Feedback;8;0.0;14.0;6.0
2026;22;10;No Feedback;7;0.0;17.0;10.0
2027;22;11;No Feedback;8;0.0;17.0;9.0
2028;22;12;No Feedback;7;0.0;12.0;5.0
2029;22;13;No Feedback;7;0.0;15.0;8.0
2030;22;14;No Feedback;7;0.0;16.0;9.0
2031;22;15;No Feedback;7;0.0;20.0;13.0
2032;22;16;No Feedback;7;0.0;11.0;4.0
2033;22;17;No Feedback;7;0.0;11.0;4.0
2034;22;18;No Feedback;6;0.0;12.0;6.0
2035;22;19;No Feedback;7;0.0;15.0;8.0
2036;22;20;No Feedback;8;0.0;12.0;4.0
2037;22;21;Tactile Feedback;7;1.0;14.0;7.0
2038;22;22;Tactile Feedback;7;1.0;12.0;5.0
2039;22;23;Tactile Feedback;6;1.0;11.0;5.0
2040;22;24;Tactile Feedback;10;1.0;25.0;15.0
2041;22;25;Tactile Feedback;14;1.0;24.0;10.0
2042;22;26;Tactile Feedback;9;1.0;16.0;7.0
2043;22;27;Tactile Feedback;7;1.0;16.0;9.0
2044;22;28;Tactile Feedback;7;1.0;11.0;4.0
2045;22;29;Tactile Feedback;7;1.0;11.0;4.0
2046;22;30;Tactile Feedback;9;1.0;16.0;7.0
2047;22;31;Tactile Feedback;10;1.0;21.0;11.0
2048;22;32;Tactile Feedback;8;1.0;18.0;10.0
2049;22;33;Tactile Feedback;8;1.0;17.0;9.0
2050;22;34;Tactile Feedback;7;1.0;16.0;9.0
2051;22;35;Tactile Feedback;8;1.0;16.0;8.0
2052;22;36;Tactile Feedback;7;1.0;12.0;5.0
2053;22;37;Tactile Feedback;7;1.0;11.0;4.0
2054;22;38;Tactile Feedback;7;1.0;14.0;7.0
2055;22;39;Tactile Feedback;7;1.0;14.0;7.0
2056;22;40;Tactile Feedback;7;1.0;14.0;7.0
2057;22;41;Tactile Feedback;7;1.0;12.0;5.0
2058;22;42;Combined Feedback;7;2.0;12.0;5.0
2059;22;43;Combined Feedback;7;2.0;12.0;5.0
2060;22;44;Combined Feedback;7;2.0;11.0;4.0
2061;22;45;Combined Feedback;7;2.0;13.0;6.0
2062;22;46;Combined Feedback;8;2.0;18.0;10.0
2063;22;47;Combined Feedback;8;2.0;14.0;6.0
2064;22;48;Combined Feedback;7;2.0;12.0;5.0
2065;22;49;Combined Feedback;7;2.0;10.0;3.0
2066;22;50;Combined Feedback;8;2.0;19.0;11.0
2067;22;51;Combined Feedback;7;2.0;14.0;7.0
2068;22;52;Combined Feedback;10;2.0;13.0;3.0
2069;22;53;Combined Feedback;8;2.0;13.0;5.0
2070;22;54;Combined Feedback;7;2.0;14.0;7.0
2071;22;55;Combined Feedback;7;2.0;14.0;7.0
2072;22;56;Combined Feedback;7;2.0;11.0;4.0
2073;22;57;Combined Feedback;9;2.0;17.0;8.0
2074;22;58;Combined Feedback;9;2.0;15.0;6.0
2075;22;59;Combined Feedback;8;2.0;14.0;6.0
2076;22;60;Combined Feedback;7;2.0;12.0;5.0
2077;22;61;Combined Feedback;8;2.0;14.0;6.0
2078;22;62;Combined Feedback;7;2.0;10.0;3.0
2079;22;63;Visual Feedback;7;3.0;10.0;3.0
2080;22;64;Visual Feedback;7;3.0;10.0;3.0
2081;22;65;Visual Feedback;8;3.0;11.0;3.0
2082;22;66;Visual Feedback;9;3.0;14.0;5.0
2083;22;67;Visual Feedback;7;3.0;9.0;2.0
2084;22;68;Visual Feedback;9;3.0;15.0;6.0
2085;22;69;Visual Feedback;7;3.0;15.0;8.0
2086;22;70;Visual Feedback;7;3.0;12.0;5.0
2087;22;71;Visual Feedback;7;3.0;11.0;4.0
2088;22;72;Visual Feedback;7;3.0;12.0;5.0
2089;22;73;Visual Feedback;7;3.0;10.0;3.0
2090;22;74;Visual Feedback;7;3.0;11.0;4.0
2091;22;75;Visual Feedback;7;3.0;11.0;4.0
2092;22;76;Visual Feedback;7;3.0;12.0;5.0
2093;22;77;Visual Feedback;7;3.0;13.0;6.0
2094;22;78;Visual Feedback;7;3.0;10.0;3.0
2095;22;79;Visual Feedback;7;3.0;12.0;5.0
2096;22;80;Visual Feedback;7;3.0;12.0;5.0
2097;22;81;Visual Feedback;7;3.0;11.0;4.0
2098;22;82;Visual Feedback;7;3.0;12.0;5.0
2099;22;83;Visual Feedback;7;3.0;12.0;5.0
2100;23;-8;Combined Feedback;12;;;
2101;23;-7;Combined Feedback;11;;;
2102;23;-6;Visual Feedback;23;;;
2103;23;-5;Visual Feedback;11;;;
2104;23;-4;Tactile Feedback;12;;;
2105;23;-3;Tactile Feedback;10;;;
2106;23;-2;No Feedback;8;;;
2107;23;-1;No Feedback;7;;;
2108;23;0;Visual Feedback;13;-4.0;21.0;8.0
2109;23;0;Visual Feedback;13;-4.0;21.0;8.0
2110;23;0;Visual Feedback;13;-3.0;21.0;8.0
2111;23;0;Visual Feedback;13;-3.0;21.0;8.0
2112;23;0;Visual Feedback;13;-2.0;21.0;8.0
