No Feedback;Tactile Feedback;Visual Feedback;Combined Feedback
37.286428571428566;40.51014285714285;36.87361904761905;38.336571428571446
36.72519047619048;36.71800000000001;31.579142857142863;34.65276190476191
40.26295238095237;35.339047619047626;30.52133333333333;32.993095238095236
37.536095238095236;38.78985714285715;31.993238095238105;34.8417619047619
39.887047619047614;41.86333333333333;32.70138095238096;38.108047619047625
33.35595238095238;38.41061904761905;32.85961904761904;33.23885714285715
32.29642857142857;36.01657142857143;30.370142857142863;31.4657619047619
36.73938095238096;38.35204761904762;30.763238095238098;31.84809523809524
33.42600000000001;37.553714285714285;31.601095238095247;29.025333333333336
36.57742857142856;39.46042857142857;28.522428571428577;29.125523809523813
37.12228571428571;41.998285714285714;28.449619047619052;30.61595238095239
38.27128571428571;39.26195238095239;31.463904761904764;31.711380952380956
35.537809523809536;39.197761904761904;30.72104761904762;28.30309523809524
36.25214285714286;35.24666666666666;29.515190476190476;30.361666666666668
37.25685714285714;35.856523809523814;27.95476190476191;27.998380952380952
45.54995238095239;30.64038095238096;32.23971428571429;26.350714285714286
37.84585714285714;38.678999999999995;30.030285714285714;30.764238095238095
40.23052380952381;38.0785238095238;29.257809523809524;29.215095238095234
35.473238095238095;42.03838095238094;29.533523809523814;26.61119047619048
37.17414285714286;36.088190476190476;26.073904761904764;29.589047619047626
33.869809523809536;36.8912857142857;28.837;28.67799999999999
