;ShowIndex;ShowDate;HideIndex;HideDate;Condition;TrialNumber;Layer;ResultLayer;BlockId;ProbandId;LastLayerChangeDate;LastLayerChangeIndex;Duration_ShowNumber;Duration_FindCenter
0;1970;2022-08-01 13:59:37.537;2017.0;2022-08-01 13:59:38.947;Combined Feedback;-8;2;3;-4;2;2022-08-01 13:59:35.978;1918;1.4100000000000001;1.5590000000000002
1;2328;2022-08-01 13:59:48.273;2330.0;2022-08-01 13:59:48.336;Combined Feedback;-8;1;3;-4;2;2022-08-01 13:59:46.721;2276;0.063;1.552
2;2362;2022-08-01 13:59:49.338;2415.0;2022-08-01 13:59:50.891;Combined Feedback;-8;2;3;-4;2;2022-08-01 13:59:48.524;2336;1.5530000000000002;0.8140000000000001
3;2449;2022-08-01 13:59:51.920;2450.0;2022-08-01 13:59:51.953;Combined Feedback;-8;3;3;-4;2;2022-08-01 13:59:51.142;2423;0.033;0.778
4;3012;2022-08-01 14:00:08.825;3022.0;2022-08-01 14:00:09.123;Combined Feedback;-8;2;3;-4;2;2022-08-01 14:00:07.801;2978;0.29800000000000004;1.024
5;3134;2022-08-01 14:00:12.481;3136.0;2022-08-01 14:00:12.544;Combined Feedback;-8;1;3;-4;2;2022-08-01 14:00:11.162;3090;0.063;1.3190000000000002
6;3327;2022-08-01 14:00:18.263;3335.0;2022-08-01 14:00:18.513;Combined Feedback;-8;1;3;-4;2;2022-08-01 14:00:16.502;3268;0.25;1.7610000000000001
7;3361;2022-08-01 14:00:19.291;3416.0;2022-08-01 14:00:20.940;Combined Feedback;-8;1;3;-4;2;2022-08-01 14:00:16.502;3268;1.649;2.789
8;3493;2022-08-01 14:00:23.257;3541.0;2022-08-01 14:00:24.688;Combined Feedback;-8;2;3;-4;2;2022-08-01 14:00:21.551;3436;1.431;1.7060000000000002
9;3714;2022-08-01 14:00:29.881;3763.0;2022-08-01 14:00:31.346;Combined Feedback;-8;5;3;-4;2;2022-08-01 14:00:29.071;3687;1.465;0.81
10;3800;2022-08-01 14:00:32.465;3861.0;2022-08-01 14:00:34.285;Combined Feedback;-8;6;3;-4;2;2022-08-01 14:00:31.594;3771;1.82;0.8710000000000001
11;4018;2022-08-01 14:00:39.010;4075.0;2022-08-01 14:00:40.714;Combined Feedback;-8;7;3;-4;2;2022-08-01 14:00:35.500;3901;1.7040000000000002;3.5100000000000002
12;4479;2022-08-01 14:00:52.831;4509.0;2022-08-01 14:00:53.732;Combined Feedback;-8;2;3;-4;2;2022-08-01 14:00:52.146;4456;0.901;0.685
13;4777;2022-08-01 14:01:01.792;4812.0;2022-08-01 14:01:02.836;Combined Feedback;-8;2;3;-4;2;2022-08-01 14:01:00.985;4750;1.044;0.807
14;4956;2022-08-01 14:01:07.157;4998.0;2022-08-01 14:01:08.421;Combined Feedback;-8;4;3;-4;2;2022-08-01 14:01:03.120;4821;1.264;4.037
15;5058;2022-08-01 14:01:10.226;5100.0;2022-08-01 14:01:11.487;Combined Feedback;-8;5;3;-4;2;2022-08-01 14:01:09.234;5025;1.2610000000000001;0.9920000000000001
16;5224;2022-08-01 14:01:15.208;5277.0;2022-08-01 14:01:16.793;Combined Feedback;-8;6;3;-4;2;2022-08-01 14:01:11.907;5114;1.5850000000000002;3.301
17;5353;2022-08-01 14:01:19.071;5356.0;2022-08-01 14:01:19.164;Combined Feedback;-8;7;3;-4;2;2022-08-01 14:01:17.030;5285;0.093;2.041
18;5560;2022-08-01 14:01:25.281;5570.0;2022-08-01 14:01:25.577;Combined Feedback;-8;4;3;-4;2;2022-08-01 14:01:23.726;5508;0.29600000000000004;1.5550000000000002
19;5605;2022-08-01 14:01:26.653;5620.0;2022-08-01 14:01:27.088;Combined Feedback;-8;4;3;-4;2;2022-08-01 14:01:23.726;5508;0.43500000000000005;2.927
20;6574;2022-08-01 14:01:55.715;6607.0;2022-08-01 14:01:56.710;Combined Feedback;-7;2;7;-4;2;2022-08-01 14:01:52.955;6482;0.9950000000000001;2.7600000000000002
21;6803;2022-08-01 14:02:02.582;6835.0;2022-08-01 14:02:03.547;Combined Feedback;-7;2;7;-4;2;2022-08-01 14:02:00.635;6738;0.9650000000000001;1.947
22;6880;2022-08-01 14:02:04.913;6897.0;2022-08-01 14:02:05.426;Combined Feedback;-7;3;7;-4;2;2022-08-01 14:02:03.751;6841;0.513;1.1620000000000001
23;6920;2022-08-01 14:02:06.106;6941.0;2022-08-01 14:02:06.734;Combined Feedback;-7;3;7;-4;2;2022-08-01 14:02:03.751;6841;0.628;2.355
24;7041;2022-08-01 14:02:09.737;7076.0;2022-08-01 14:02:10.793;Combined Feedback;-7;4;7;-4;2;2022-08-01 14:02:07.903;6980;1.056;1.834
25;7120;2022-08-01 14:02:12.102;7218.0;2022-08-01 14:02:15.045;Combined Feedback;-7;5;7;-4;2;2022-08-01 14:02:11.155;7088;2.943;0.9470000000000001
26;7261;2022-08-01 14:02:16.345;7357.0;2022-08-01 14:02:19.215;Combined Feedback;-7;6;7;-4;2;2022-08-01 14:02:15.471;7232;2.87;0.874
27;8028;2022-08-01 14:02:39.350;8034.0;2022-08-01 14:02:39.537;Visual Feedback;-6;2;2;-3;2;2022-08-01 14:02:38.212;7990;0.187;1.1380000000000001
28;8418;2022-08-01 14:02:51.060;8444.0;2022-08-01 14:02:51.836;Visual Feedback;-6;1;2;-3;2;2022-08-01 14:02:50.388;8396;0.776;0.672
29;8530;2022-08-01 14:02:54.434;8586.0;2022-08-01 14:02:56.101;Visual Feedback;-6;2;2;-3;2;2022-08-01 14:02:53.206;8490;1.667;1.228
30;8630;2022-08-01 14:02:57.407;8646.0;2022-08-01 14:02:57.890;Visual Feedback;-6;3;2;-3;2;2022-08-01 14:02:56.337;8594;0.48300000000000004;1.07
31;8736;2022-08-01 14:03:00.599;8788.0;2022-08-01 14:03:02.157;Visual Feedback;-6;4;2;-3;2;2022-08-01 14:02:59.633;8704;1.558;0.9660000000000001
32;8861;2022-08-01 14:03:04.350;8881.0;2022-08-01 14:03:04.957;Visual Feedback;-6;5;2;-3;2;2022-08-01 14:03:02.669;8805;0.607;1.681
33;8942;2022-08-01 14:03:06.781;8973.0;2022-08-01 14:03:07.716;Visual Feedback;-6;5;2;-3;2;2022-08-01 14:03:02.669;8805;0.935;4.112
34;9016;2022-08-01 14:03:09.005;9041.0;2022-08-01 14:03:09.765;Visual Feedback;-6;6;2;-3;2;2022-08-01 14:03:08.101;8986;0.76;0.904
35;9362;2022-08-01 14:03:19.392;9427.0;2022-08-01 14:03:21.341;Visual Feedback;-6;3;2;-3;2;2022-08-01 14:03:17.082;9285;1.949;2.31
36;9469;2022-08-01 14:03:22.601;9471.0;2022-08-01 14:03:22.663;Visual Feedback;-6;4;2;-3;2;2022-08-01 14:03:21.683;9438;0.062000000000000006;0.918
37;9780;2022-08-01 14:03:31.937;9839.0;2022-08-01 14:03:33.711;Visual Feedback;-6;1;2;-3;2;2022-08-01 14:03:31.205;9756;1.774;0.7320000000000001
38;9905;2022-08-01 14:03:35.692;9967.0;2022-08-01 14:03:37.550;Visual Feedback;-6;2;2;-3;2;2022-08-01 14:03:34.039;9850;1.858;1.653
39;10408;2022-08-01 14:03:50.811;10455.0;2022-08-01 14:03:52.199;Visual Feedback;-5;1;4;-3;2;2022-08-01 14:03:49.767;10374;1.3880000000000001;1.044
40;10565;2022-08-01 14:03:55.506;10607.0;2022-08-01 14:03:56.755;Visual Feedback;-5;2;4;-3;2;2022-08-01 14:03:53.369;10494;1.249;2.137
41;10760;2022-08-01 14:04:01.345;10800.0;2022-08-01 14:04:02.548;Visual Feedback;-5;3;4;-3;2;2022-08-01 14:03:57.190;10621;1.203;4.155
42;10867;2022-08-01 14:04:04.561;10876.0;2022-08-01 14:04:04.839;Visual Feedback;-5;4;4;-3;2;2022-08-01 14:04:03.155;10820;0.278;1.4060000000000001
43;10972;2022-08-01 14:04:07.713;11024.0;2022-08-01 14:04:09.280;Visual Feedback;-5;5;4;-3;2;2022-08-01 14:04:06.812;10942;1.5670000000000002;0.901
44;11105;2022-08-01 14:04:11.705;11209.0;2022-08-01 14:04:14.835;Visual Feedback;-5;6;4;-3;2;2022-08-01 14:04:09.933;11046;3.1300000000000003;1.772
45;11411;2022-08-01 14:04:20.888;11444.0;2022-08-01 14:04:21.885;Visual Feedback;-5;2;4;-3;2;2022-08-01 14:04:17.922;11312;0.9970000000000001;2.966
46;11481;2022-08-01 14:04:22.989;11545.0;2022-08-01 14:04:24.905;Visual Feedback;-5;3;4;-3;2;2022-08-01 14:04:22.181;11454;1.9160000000000001;0.808
47;11589;2022-08-01 14:04:26.228;11641.0;2022-08-01 14:04:27.783;Visual Feedback;-5;4;4;-3;2;2022-08-01 14:04:25.124;11552;1.5550000000000002;1.104
48;13297;2022-08-01 14:05:17.486;13301.0;2022-08-01 14:05:17.613;Tactile Feedback;-4;3;6;-2;2;2022-08-01 14:05:15.933;13245;0.127;1.5530000000000002
49;13442;2022-08-01 14:05:21.835;13452.0;2022-08-01 14:05:22.130;Tactile Feedback;-4;1;6;-2;2;2022-08-01 14:05:20.219;13388;0.29500000000000004;1.616
50;13565;2022-08-01 14:05:25.525;13570.0;2022-08-01 14:05:25.681;Tactile Feedback;-4;1;6;-2;2;2022-08-01 14:05:24.715;13538;0.156;0.81
51;13691;2022-08-01 14:05:29.311;13706.0;2022-08-01 14:05:29.762;Tactile Feedback;-4;1;6;-2;2;2022-08-01 14:05:28.595;13667;0.451;0.7160000000000001
52;13795;2022-08-01 14:05:32.422;13800.0;2022-08-01 14:05:32.578;Tactile Feedback;-4;2;6;-2;2;2022-08-01 14:05:31.196;13754;0.156;1.226
53;13887;2022-08-01 14:05:35.191;13894.0;2022-08-01 14:05:35.391;Tactile Feedback;-4;2;6;-2;2;2022-08-01 14:05:31.196;13754;0.2;3.995
54;13976;2022-08-01 14:05:37.861;13979.0;2022-08-01 14:05:37.955;Tactile Feedback;-4;2;6;-2;2;2022-08-01 14:05:31.196;13754;0.094;6.665
55;14147;2022-08-01 14:05:42.989;14153.0;2022-08-01 14:05:43.160;Tactile Feedback;-4;3;6;-2;2;2022-08-01 14:05:40.951;14079;0.171;2.0380000000000003
56;14292;2022-08-01 14:05:47.337;14305.0;2022-08-01 14:05:47.728;Tactile Feedback;-4;1;6;-2;2;2022-08-01 14:05:46.656;14269;0.391;0.681
57;14444;2022-08-01 14:05:51.898;14446.0;2022-08-01 14:05:51.962;Tactile Feedback;-4;3;6;-2;2;2022-08-01 14:05:50.249;14389;0.064;1.649
58;14568;2022-08-01 14:05:55.620;14575.0;2022-08-01 14:05:55.822;Tactile Feedback;-4;4;6;-2;2;2022-08-01 14:05:53.492;14497;0.202;2.128
59;14791;2022-08-01 14:06:02.305;14809.0;2022-08-01 14:06:02.850;Tactile Feedback;-4;5;6;-2;2;2022-08-01 14:06:00.777;14740;0.545;1.528
60;14834;2022-08-01 14:06:03.594;14837.0;2022-08-01 14:06:03.687;Tactile Feedback;-4;5;6;-2;2;2022-08-01 14:06:00.777;14740;0.093;2.817
61;14921;2022-08-01 14:06:06.206;14935.0;2022-08-01 14:06:06.626;Tactile Feedback;-4;6;6;-2;2;2022-08-01 14:06:05.168;14886;0.42000000000000004;1.038
62;15096;2022-08-01 14:06:11.455;15104.0;2022-08-01 14:06:11.705;Tactile Feedback;-4;7;6;-2;2;2022-08-01 14:06:09.866;15043;0.25;1.5890000000000002
63;15161;2022-08-01 14:06:13.416;15175.0;2022-08-01 14:06:13.835;Tactile Feedback;-4;7;6;-2;2;2022-08-01 14:06:12.515;15131;0.41900000000000004;0.901
64;15749;2022-08-01 14:06:31.061;15750.0;2022-08-01 14:06:31.091;Tactile Feedback;-4;5;6;-2;2;2022-08-01 14:06:30.036;15715;0.030000000000000002;1.0250000000000001
65;15823;2022-08-01 14:06:33.267;15826.0;2022-08-01 14:06:33.363;Tactile Feedback;-4;4;6;-2;2;2022-08-01 14:06:32.400;15794;0.096;0.8670000000000001
66;15971;2022-08-01 14:06:37.707;15973.0;2022-08-01 14:06:37.770;Tactile Feedback;-4;2;6;-2;2;2022-08-01 14:06:36.245;15922;0.063;1.4620000000000002
67;16219;2022-08-01 14:06:45.152;16229.0;2022-08-01 14:06:45.466;Tactile Feedback;-4;6;6;-2;2;2022-08-01 14:06:44.111;16184;0.314;1.0410000000000001
68;16547;2022-08-01 14:06:55.008;16548.0;2022-08-01 14:06:55.040;Tactile Feedback;-4;6;6;-2;2;2022-08-01 14:06:53.144;16485;0.032;1.864
69;17078;2022-08-01 14:07:10.938;17082.0;2022-08-01 14:07:11.064;Tactile Feedback;-4;2;6;-2;2;2022-08-01 14:07:10.224;17054;0.126;0.7140000000000001
70;17242;2022-08-01 14:07:15.858;17248.0;2022-08-01 14:07:16.045;Tactile Feedback;-4;6;6;-2;2;2022-08-01 14:07:14.849;17208;0.187;1.0090000000000001
71;18750;2022-08-01 14:08:01.153;18829.0;2022-08-01 14:08:03.504;Tactile Feedback;-3;1;4;-2;2;2022-08-01 14:08:00.237;18720;2.351;0.916
72;18941;2022-08-01 14:08:06.866;18947.0;2022-08-01 14:08:07.055;Tactile Feedback;-3;2;4;-2;2;2022-08-01 14:08:04.347;18857;0.189;2.519
73;19079;2022-08-01 14:08:11.008;19089.0;2022-08-01 14:08:11.304;Tactile Feedback;-3;2;4;-2;2;2022-08-01 14:08:10.125;19049;0.29600000000000004;0.883
74;19165;2022-08-01 14:08:13.592;19220.0;2022-08-01 14:08:15.243;Tactile Feedback;-3;3;4;-2;2;2022-08-01 14:08:12.665;19134;1.651;0.927
75;19272;2022-08-01 14:08:16.807;19349.0;2022-08-01 14:08:19.123;Tactile Feedback;-3;4;4;-2;2;2022-08-01 14:08:15.669;19234;2.3160000000000003;1.1380000000000001
76;19577;2022-08-01 14:08:25.950;19625.0;2022-08-01 14:08:27.398;Tactile Feedback;-3;5;4;-2;2;2022-08-01 14:08:25.118;19549;1.4480000000000002;0.8320000000000001
77;19667;2022-08-01 14:08:28.663;19683.0;2022-08-01 14:08:29.130;Tactile Feedback;-3;6;4;-2;2;2022-08-01 14:08:27.764;19637;0.467;0.899
78;19799;2022-08-01 14:08:32.617;19807.0;2022-08-01 14:08:32.850;Tactile Feedback;-3;7;4;-2;2;2022-08-01 14:08:31.815;19772;0.233;0.802
79;23718;2022-08-01 14:10:30.217;23749.0;2022-08-01 14:10:31.150;No Feedback;-2;2;4;-1;2;2022-08-01 14:10:29.592;23697;0.933;0.625
80;24015;2022-08-01 14:10:39.131;24089.0;2022-08-01 14:10:41.354;No Feedback;-2;1;4;-1;2;2022-08-01 14:10:38.118;23981;2.2230000000000003;1.0130000000000001
81;24142;2022-08-01 14:10:42.936;24155.0;2022-08-01 14:10:43.327;No Feedback;-2;2;4;-1;2;2022-08-01 14:10:41.899;24107;0.391;1.0370000000000001
82;24257;2022-08-01 14:10:46.395;24274.0;2022-08-01 14:10:46.909;No Feedback;-2;3;4;-1;2;2022-08-01 14:10:44.710;24201;0.514;1.685
83;24362;2022-08-01 14:10:49.543;24486.0;2022-08-01 14:10:53.274;No Feedback;-2;4;4;-1;2;2022-08-01 14:10:48.558;24329;3.7310000000000003;0.9850000000000001
84;24532;2022-08-01 14:10:54.647;24587.0;2022-08-01 14:10:56.297;No Feedback;-2;5;4;-1;2;2022-08-01 14:10:53.618;24498;1.6500000000000001;1.0290000000000001
85;24665;2022-08-01 14:10:58.635;24675.0;2022-08-01 14:10:58.933;No Feedback;-2;6;4;-1;2;2022-08-01 14:10:56.795;24604;0.29800000000000004;1.84
86;24757;2022-08-01 14:11:01.393;24773.0;2022-08-01 14:11:01.874;No Feedback;-2;7;4;-1;2;2022-08-01 14:11:00.366;24723;0.48100000000000004;1.0270000000000001
87;25051;2022-08-01 14:11:10.220;25060.0;2022-08-01 14:11:10.486;No Feedback;-2;4;4;-1;2;2022-08-01 14:11:09.257;25019;0.266;0.9630000000000001
88;25626;2022-08-01 14:11:27.471;25634.0;2022-08-01 14:11:27.706;No Feedback;-2;4;4;-1;2;2022-08-01 14:11:26.337;25588;0.23500000000000001;1.1340000000000001
89;25747;2022-08-01 14:11:31.099;25807.0;2022-08-01 14:11:32.905;No Feedback;-2;5;4;-1;2;2022-08-01 14:11:29.185;25683;1.806;1.9140000000000001
90;25856;2022-08-01 14:11:34.369;25873.0;2022-08-01 14:11:34.883;No Feedback;-2;6;4;-1;2;2022-08-01 14:11:33.106;25814;0.514;1.2630000000000001
91;26017;2022-08-01 14:11:39.199;26020.0;2022-08-01 14:11:39.288;No Feedback;-2;4;4;-1;2;2022-08-01 14:11:38.478;25993;0.08900000000000001;0.7210000000000001
92;26781;2022-08-01 14:12:02.123;26794.0;2022-08-01 14:12:02.511;No Feedback;-1;1;3;-1;2;2022-08-01 14:12:01.318;26754;0.388;0.805
93;26851;2022-08-01 14:12:04.225;26854.0;2022-08-01 14:12:04.318;No Feedback;-1;2;3;-1;2;2022-08-01 14:12:03.259;26819;0.093;0.9660000000000001
94;26933;2022-08-01 14:12:06.679;26941.0;2022-08-01 14:12:06.931;No Feedback;-1;1;3;-1;2;2022-08-01 14:12:05.732;26901;0.252;0.9470000000000001
95;27040;2022-08-01 14:12:09.889;27051.0;2022-08-01 14:12:10.232;No Feedback;-1;1;3;-1;2;2022-08-01 14:12:08.581;26996;0.343;1.308
96;27104;2022-08-01 14:12:11.814;27149.0;2022-08-01 14:12:13.169;No Feedback;-1;2;3;-1;2;2022-08-01 14:12:10.374;27056;1.355;1.4400000000000002
97;27230;2022-08-01 14:12:15.599;27233.0;2022-08-01 14:12:15.693;No Feedback;-1;3;3;-1;2;2022-08-01 14:12:13.745;27168;0.094;1.854
98;27341;2022-08-01 14:12:18.929;27351.0;2022-08-01 14:12:19.238;No Feedback;-1;3;3;-1;2;2022-08-01 14:12:18.273;27319;0.309;0.656
99;27399;2022-08-01 14:12:20.674;27402.0;2022-08-01 14:12:20.765;No Feedback;-1;3;3;-1;2;2022-08-01 14:12:18.273;27319;0.09100000000000001;2.4010000000000002
100;27487;2022-08-01 14:12:23.311;27500.0;2022-08-01 14:12:23.719;No Feedback;-1;4;3;-1;2;2022-08-01 14:12:21.989;27443;0.40800000000000003;1.322
101;27572;2022-08-01 14:12:25.874;27582.0;2022-08-01 14:12:26.169;No Feedback;-1;5;3;-1;2;2022-08-01 14:12:24.942;27541;0.29500000000000004;0.932
102;27654;2022-08-01 14:12:28.328;27693.0;2022-08-01 14:12:29.493;No Feedback;-1;6;3;-1;2;2022-08-01 14:12:27.364;27622;1.165;0.9640000000000001
103;27772;2022-08-01 14:12:31.873;27783.0;2022-08-01 14:12:32.198;No Feedback;-1;7;3;-1;2;2022-08-01 14:12:30.304;27720;0.325;1.5690000000000002
104;30937;2022-08-01 14:14:06.859;30945.0;2022-08-01 14:14:07.093;No Feedback;0;1;5;0;2;2022-08-01 14:14:06.019;30909;0.234;0.8400000000000001
105;30970;2022-08-01 14:14:07.856;30972.0;2022-08-01 14:14:07.902;No Feedback;0;1;5;0;2;2022-08-01 14:14:06.019;30909;0.046000000000000006;1.8370000000000002
106;31053;2022-08-01 14:14:10.348;31055.0;2022-08-01 14:14:10.410;No Feedback;0;2;5;0;2;2022-08-01 14:14:09.411;31022;0.062000000000000006;0.937
107;31167;2022-08-01 14:14:13.778;31173.0;2022-08-01 14:14:13.951;No Feedback;0;2;5;0;2;2022-08-01 14:14:12.988;31141;0.17300000000000001;0.79
108;31256;2022-08-01 14:14:16.443;31327.0;2022-08-01 14:14:18.563;No Feedback;0;3;5;0;2;2022-08-01 14:14:15.477;31224;2.12;0.9660000000000001
109;31421;2022-08-01 14:14:21.402;31423.0;2022-08-01 14:14:21.449;No Feedback;0;2;5;0;2;2022-08-01 14:14:20.341;31386;0.047;1.0610000000000002
110;31521;2022-08-01 14:14:24.388;31575.0;2022-08-01 14:14:26.014;No Feedback;0;1;5;0;2;2022-08-01 14:14:23.704;31498;1.6260000000000001;0.684
111;31610;2022-08-01 14:14:27.072;31661.0;2022-08-01 14:14:28.600;No Feedback;0;2;5;0;2;2022-08-01 14:14:26.248;31583;1.528;0.8240000000000001
112;31691;2022-08-01 14:14:29.501;31729.0;2022-08-01 14:14:30.633;No Feedback;0;3;5;0;2;2022-08-01 14:14:28.832;31669;1.1320000000000001;0.669
113;31771;2022-08-01 14:14:31.895;31805.0;2022-08-01 14:14:32.911;No Feedback;0;4;5;0;2;2022-08-01 14:14:30.881;31737;1.016;1.014
114;31866;2022-08-01 14:14:34.748;32008.0;2022-08-01 14:14:39.011;No Feedback;0;5;5;0;2;2022-08-01 14:14:33.392;31821;4.263;1.356
115;32077;2022-08-01 14:14:41.078;32087.0;2022-08-01 14:14:41.375;No Feedback;0;6;5;0;2;2022-08-01 14:14:39.429;32022;0.29700000000000004;1.649
116;32160;2022-08-01 14:14:43.571;32171.0;2022-08-01 14:14:43.912;No Feedback;0;7;5;0;2;2022-08-01 14:14:42.761;32133;0.341;0.81
117;32672;2022-08-01 14:14:58.926;32681.0;2022-08-01 14:14:59.203;No Feedback;0;3;5;0;2;2022-08-01 14:14:58.053;32643;0.277;0.8730000000000001
118;32731;2022-08-01 14:15:00.693;32746.0;2022-08-01 14:15:01.147;No Feedback;0;4;5;0;2;2022-08-01 14:14:59.528;32692;0.454;1.165
119;32833;2022-08-01 14:15:03.759;32835.0;2022-08-01 14:15:03.821;No Feedback;0;3;5;0;2;2022-08-01 14:15:02.859;32803;0.062000000000000006;0.9
120;32871;2022-08-01 14:15:04.908;32891.0;2022-08-01 14:15:05.496;No Feedback;0;4;5;0;2;2022-08-01 14:15:04.083;32844;0.5880000000000001;0.8250000000000001
121;32974;2022-08-01 14:15:07.985;32980.0;2022-08-01 14:15:08.172;No Feedback;0;5;5;0;2;2022-08-01 14:15:06.132;32912;0.187;1.8530000000000002
122;33123;2022-08-01 14:15:12.462;33134.0;2022-08-01 14:15:12.789;No Feedback;0;2;5;0;2;2022-08-01 14:15:11.684;33097;0.327;0.778
123;33189;2022-08-01 14:15:14.436;33199.0;2022-08-01 14:15:14.732;No Feedback;0;3;5;0;2;2022-08-01 14:15:13.414;33155;0.29600000000000004;1.022
124;33280;2022-08-01 14:15:17.170;33318.0;2022-08-01 14:15:18.309;No Feedback;0;5;5;0;2;2022-08-01 14:15:16.264;33250;1.139;0.906
125;33743;2022-08-01 14:15:31.064;33781.0;2022-08-01 14:15:32.204;No Feedback;1;1;3;0;2;2022-08-01 14:15:29.352;33686;1.1400000000000001;1.7120000000000002
126;33831;2022-08-01 14:15:33.714;33849.0;2022-08-01 14:15:34.257;No Feedback;1;2;3;0;2;2022-08-01 14:15:32.624;33795;0.543;1.09
127;33877;2022-08-01 14:15:35.095;33920.0;2022-08-01 14:15:36.387;No Feedback;1;2;3;0;2;2022-08-01 14:15:32.624;33795;1.292;2.471
128;34002;2022-08-01 14:15:38.844;34067.0;2022-08-01 14:15:40.789;No Feedback;1;3;3;0;2;2022-08-01 14:15:37.493;33957;1.945;1.351
129;34266;2022-08-01 14:15:46.761;34326.0;2022-08-01 14:15:48.562;No Feedback;1;4;3;0;2;2022-08-01 14:15:45.673;34230;1.8010000000000002;1.088
130;34390;2022-08-01 14:15:50.480;34430.0;2022-08-01 14:15:51.698;No Feedback;1;5;3;0;2;2022-08-01 14:15:49.312;34351;1.218;1.1680000000000001
131;34534;2022-08-01 14:15:54.809;34543.0;2022-08-01 14:15:55.074;No Feedback;1;6;3;0;2;2022-08-01 14:15:52.430;34455;0.265;2.379
132;34639;2022-08-01 14:15:57.953;34650.0;2022-08-01 14:15:58.279;No Feedback;1;7;3;0;2;2022-08-01 14:15:56.442;34589;0.326;1.5110000000000001
133;35281;2022-08-01 14:16:17.216;35292.0;2022-08-01 14:16:17.546;No Feedback;2;1;5;0;2;2022-08-01 14:16:16.309;35251;0.33;0.907
134;35366;2022-08-01 14:16:19.765;35421.0;2022-08-01 14:16:21.416;No Feedback;2;2;5;0;2;2022-08-01 14:16:18.744;35332;1.651;1.0210000000000001
135;35495;2022-08-01 14:16:23.651;35531.0;2022-08-01 14:16:24.728;No Feedback;2;3;5;0;2;2022-08-01 14:16:22.440;35455;1.077;1.211
136;35603;2022-08-01 14:16:26.879;35651.0;2022-08-01 14:16:28.328;No Feedback;2;4;5;0;2;2022-08-01 14:16:25.320;35551;1.449;1.5590000000000002
137;35720;2022-08-01 14:16:30.399;35802.0;2022-08-01 14:16:32.862;No Feedback;2;5;5;0;2;2022-08-01 14:16:29.027;35674;2.463;1.372
138;35857;2022-08-01 14:16:34.510;35893.0;2022-08-01 14:16:35.586;No Feedback;2;6;5;0;2;2022-08-01 14:16:33.421;35821;1.076;1.089
139;35965;2022-08-01 14:16:37.749;35972.0;2022-08-01 14:16:37.952;No Feedback;2;7;5;0;2;2022-08-01 14:16:36.130;35911;0.203;1.619
140;36250;2022-08-01 14:16:46.296;36259.0;2022-08-01 14:16:46.578;No Feedback;2;5;5;0;2;2022-08-01 14:16:45.552;36225;0.28200000000000003;0.744
141;36334;2022-08-01 14:16:48.817;36335.0;2022-08-01 14:16:48.847;No Feedback;2;4;5;0;2;2022-08-01 14:16:48.070;36309;0.030000000000000002;0.747
142;36411;2022-08-01 14:16:51.131;36413.0;2022-08-01 14:16:51.195;No Feedback;2;5;5;0;2;2022-08-01 14:16:49.239;36348;0.064;1.8920000000000001
143;36739;2022-08-01 14:17:00.992;36750.0;2022-08-01 14:17:01.324;No Feedback;2;4;5;0;2;2022-08-01 14:16:59.698;36696;0.332;1.294
144;36835;2022-08-01 14:17:03.875;36873.0;2022-08-01 14:17:05.012;No Feedback;2;5;5;0;2;2022-08-01 14:17:02.337;36784;1.137;1.538
145;37227;2022-08-01 14:17:15.645;37242.0;2022-08-01 14:17:16.083;No Feedback;3;1;3;0;2;2022-08-01 14:17:14.802;37199;0.438;0.8430000000000001
146;37338;2022-08-01 14:17:18.963;37340.0;2022-08-01 14:17:19.026;No Feedback;3;2;3;0;2;2022-08-01 14:17:17.293;37282;0.063;1.6700000000000002
147;37466;2022-08-01 14:17:22.813;37473.0;2022-08-01 14:17:23.015;No Feedback;3;2;3;0;2;2022-08-01 14:17:22.066;37441;0.202;0.747
148;37549;2022-08-01 14:17:25.293;37559.0;2022-08-01 14:17:25.589;No Feedback;3;3;3;0;2;2022-08-01 14:17:24.481;37522;0.29600000000000004;0.812
149;37692;2022-08-01 14:17:29.595;37707.0;2022-08-01 14:17:30.047;No Feedback;3;3;3;0;2;2022-08-01 14:17:28.660;37661;0.452;0.935
150;37734;2022-08-01 14:17:30.853;37745.0;2022-08-01 14:17:31.181;No Feedback;3;3;3;0;2;2022-08-01 14:17:28.660;37661;0.328;2.193
151;37797;2022-08-01 14:17:32.733;37810.0;2022-08-01 14:17:33.137;No Feedback;3;4;3;0;2;2022-08-01 14:17:31.663;37761;0.404;1.07
152;37876;2022-08-01 14:17:35.111;37887.0;2022-08-01 14:17:35.440;No Feedback;3;5;3;0;2;2022-08-01 14:17:34.148;37844;0.329;0.9630000000000001
153;37971;2022-08-01 14:17:37.964;38002.0;2022-08-01 14:17:38.884;No Feedback;3;6;3;0;2;2022-08-01 14:17:36.856;37934;0.92;1.108
154;38085;2022-08-01 14:17:41.377;38126.0;2022-08-01 14:17:42.606;No Feedback;3;7;3;0;2;2022-08-01 14:17:40.085;38042;1.229;1.292
155;38684;2022-08-01 14:17:59.357;38692.0;2022-08-01 14:17:59.621;No Feedback;3;1;3;0;2;2022-08-01 14:17:58.735;38663;0.264;0.622
156;38745;2022-08-01 14:18:01.190;38778.0;2022-08-01 14:18:02.178;No Feedback;3;2;3;0;2;2022-08-01 14:17:59.838;38700;0.9880000000000001;1.352
