;count;mean;std;min;5%;10%;25%;50%;75%;90%;95%;99%;max;ci95_hi;ci95_lo;iqr;lower_bound;upper_bound;lower_whisker;upper_whisker
0;441.0;0.14512471655328799;0.6479197799331441;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;5.0;0.2055972293470481;0.08465220375952787;0.0;0.0;0.0;0.0;0.0
1;441.0;0.23129251700680273;0.8317672358862647;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;5.0;6.0;0.30892412568952077;0.1536609083240847;0.0;0.0;0.0;0.0;0.0
2;441.0;0.06575963718820861;0.4345660597380244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6000000000000227;6.0;0.10631913609709089;0.025200138279326337;0.0;0.0;0.0;0.0;0.0
3;441.0;0.06802721088435375;0.4368252814691598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;0.10879757048814198;0.027256851280565507;0.0;0.0;0.0;0.0;0.0
4;1764.0;0.12755102040816327;0.6138415808127912;0.0;;;0.0;0.0;0.0;;;;6.0;0.15619696084609352;0.09890507997023301;;;;;
