No Feedback;Tactile Feedback;Visual Feedback;Combined Feedback
35.175000000000004;40.488;23.239;19.368
24.239;27.951;35.687000000000005;19.184
47.119;55.432;27.104000000000003;29.497000000000003
99.154;35.264;35.836000000000006;46.749
63.13;41.767;27.816000000000003;33.808
38.136;52.36000000000001;34.153;34.167
42.672;43.896;43.568000000000005;26.752
57.887;39.879000000000005;31.024;38.84
42.392;38.992;41.567;40.576
34.151;31.632;31.319000000000003;44.248000000000005
34.576;49.281000000000006;33.881;28.247000000000003
43.383;85.68400000000001;21.544;25.174000000000003
32.544000000000004;22.296000000000003;32.559000000000005;32.016000000000005
41.959;31.119000000000003;40.264;31.615
43.879000000000005;36.031;30.815;24.231
35.193000000000005;43.086000000000006;27.64;50.464000000000006
34.184000000000005;30.111;23.448;37.159
32.207;40.639;64.896;28.928
56.535;39.248000000000005;34.367000000000004;37.864
35.007000000000005;31.336;25.519;26.327
41.696000000000005;43.183;21.216;44.591
35.480000000000004;27.559;21.968;49.471
37.126000000000005;30.394;33.735;25.897
32.798;50.496;58.664;29.264000000000003
42.487;36.094;41.261;32.021
35.934000000000005;33.344;27.831000000000003;28.334000000000003
55.079;39.942;45.697;37.407
51.871;34.719;56.447;25.858
29.784;51.072;42.351;40.400000000000006
46.295;26.096;28.127;24.903
32.974000000000004;28.616000000000003;33.672000000000004;28.808000000000003
34.488;37.048;34.671;28.408
29.992;62.528000000000006;44.488;27.981
48.657;62.223000000000006;36.752;53.208000000000006
53.136;59.543000000000006;33.928000000000004;30.743
55.103;37.295;26.616000000000003;33.848
26.776000000000003;39.896;30.696;38.736
86.47200000000001;45.103;26.368;32.415
28.769;31.375000000000004;32.287;28.767000000000003
49.936;47.048;26.496;32.160000000000004
47.422;66.04;33.488;47.319
28.575000000000003;30.196;29.088;33.504000000000005
48.143;30.544;27.6;39.695
25.807;31.048;42.184000000000005;34.495000000000005
28.248;40.277;31.536;50.279
31.384;55.695;21.943;23.319000000000003
32.68;39.608;21.295;23.264000000000003
24.647;36.152;20.352;23.015
34.247;63.632000000000005;21.391;46.431
24.463;33.952000000000005;22.464;32.135000000000005
28.275;29.384;20.976000000000003;40.831
26.464;33.518;23.672;24.873
25.473000000000003;40.120000000000005;20.584;22.19
23.048;34.407000000000004;19.768;41.536
31.847;49.992;19.792;24.375
22.856;26.871;18.856;21.624
30.200000000000003;56.392;24.127;30.384
21.184;29.519;20.471;27.391
25.015;33.928000000000004;29.208;24.912000000000003
29.807;21.807;19.239;24.095
23.112;26.974;46.16;20.143
31.952;26.976000000000003;19.599;20.911
24.672;81.23;21.104000000000003;25.703000000000003
22.855;32.854;19.735000000000003;30.511000000000003
33.176;29.617;18.136000000000003;35.440000000000005
62.519000000000005;52.495000000000005;22.040000000000003;35.248000000000005
70.75200000000001;34.941;27.927000000000003;20.358
54.86300000000001;32.599000000000004;19.527;42.159000000000006
55.287000000000006;41.999;21.879;24.967
53.487;36.095;23.504;38.607
43.024;43.905;29.32;52.544
46.071000000000005;31.136000000000003;19.872;31.911
34.808;36.407;16.76;35.199000000000005
37.111;27.583;30.614;28.361
46.824000000000005;63.376000000000005;18.432;17.401
41.944;55.095000000000006;28.193;25.936
53.544;26.863000000000003;26.704;31.12
35.392;37.158;35.527;20.663
45.864;30.232000000000003;19.327;24.983
70.19200000000001;53.999;19.335;18.111
45.679;40.048;26.416;32.767
43.143;38.0;24.679;26.543000000000003
43.766000000000005;44.207;32.743;35.175000000000004
50.072;38.144000000000005;18.569000000000003;21.568
43.8;42.88;19.728;22.856
33.479;51.615;24.271;23.639000000000003
65.16900000000001;60.42100000000001;34.35;23.344
57.589000000000006;44.094;34.982;31.48
56.151;60.856;25.423;26.6
51.720000000000006;38.204;34.112;27.655
58.87200000000001;82.19000000000001;38.095;29.911
41.32;41.152;43.959;25.255000000000003
46.648;42.664;41.399;33.368
41.215;46.923;51.551;36.015
29.096;43.591;42.079;43.057
62.736;70.168;50.29600000000001;29.231
61.736;56.629000000000005;32.487;32.327000000000005
59.184000000000005;50.928;36.799;30.033
51.816;56.015;40.752;34.0
103.2;61.022000000000006;35.592;40.864
42.558;32.339;29.752;45.224
57.736;38.984;30.879;35.359
59.207;66.271;29.783;56.496
61.681;37.927;29.664;49.791
58.767;68.976;27.687;44.672
69.679;50.054;31.743;33.999
44.765;50.29600000000001;37.335;38.663
39.384;26.518;41.153000000000006;86.81400000000001
24.279;37.279;23.308;53.457
39.015;36.583000000000006;25.655;52.152
23.495;69.647;27.496;64.608
26.199;44.527;31.975;134.119
46.824000000000005;30.525;48.376000000000005;42.261
29.848000000000003;28.542;20.319000000000003;51.271
54.67100000000001;55.176;29.503;44.615
26.879;37.071000000000005;44.287000000000006;50.080000000000005
34.023;55.303;25.231;60.807
64.51100000000001;86.519;28.927000000000003;47.825
50.73500000000001;48.006;24.425;29.375000000000004
58.945;47.136;25.023000000000003;29.232000000000003
34.208000000000006;54.27;33.647000000000006;32.983000000000004
82.85600000000001;66.84100000000001;23.808;31.167
63.69500000000001;37.07;28.916;25.984
25.088;62.151;22.768;43.631
70.60900000000001;26.744000000000003;24.84;21.224
40.798;31.664;55.551;26.432
30.214;61.672;23.121;41.191
65.11200000000001;57.024;21.367;25.327
35.03;33.896;32.176;33.095
43.11;28.477;26.248;27.227
34.407000000000004;26.456000000000003;27.559;29.985000000000003
32.872;45.496;37.472;32.512
30.527;49.79900000000001;25.935;41.839000000000006
24.288;41.311;35.783;33.271
25.711;28.895000000000003;33.384;25.424000000000003
28.247000000000003;25.768;35.855000000000004;25.351000000000003
32.271;26.087000000000003;27.895000000000003;32.760000000000005
31.096000000000004;31.848000000000003;27.078000000000003;26.655
33.704;52.143;27.952;34.311
36.743;36.79;24.511000000000003;31.64
26.919;34.199000000000005;28.024;27.919
29.599;25.272;32.537;30.719
32.279;31.712000000000003;28.727;26.567
36.101;30.359;28.936000000000003;43.815000000000005
30.895000000000003;24.654;30.919;35.494
26.896;28.431;31.719;36.919
30.401000000000003;29.615;31.919;30.775
34.136;29.711;30.008000000000003;34.471000000000004
29.623;24.294;30.471000000000004;24.919
10.936;52.303;59.80800000000001;25.358
20.191000000000003;23.877;41.190000000000005;38.434000000000005
66.96000000000001;24.048;40.759;33.656
16.251;36.864;50.88;61.624
36.535;28.344;45.063;78.287
26.215;29.056;39.607;35.933
37.895;30.24;39.192;20.672
17.206;31.455;45.951;47.2
38.655;41.207;62.464000000000006;52.68000000000001
44.815000000000005;13.384;48.23;41.647000000000006
28.072000000000003;42.968;39.511;33.032000000000004
26.104000000000003;31.325000000000003;36.832;26.615
30.415000000000003;46.336000000000006;33.768;51.536
48.16;37.784;58.287000000000006;51.253
44.752;46.464000000000006;43.672;32.605000000000004
37.112;25.727;60.127;24.973000000000003
37.272000000000006;39.888000000000005;44.24;36.208000000000006
31.479000000000003;31.216;29.975;16.143
56.632000000000005;27.088;47.016000000000005;19.224
37.968;22.449;29.599;27.015
28.904000000000003;23.208;45.791;32.84
